source,condition,reference_group,seed,R,n0,n1,n2,mm_dim,height,code_version,epsilon,label,status,heldout,truth,instrument_margin,achieved_density,mm_distance,abundance_distance,height_distance,p,null_gap,layer_count,moves,beta,sample,acceptance,S
P1,epsilon=0.9,p1_scene,312.0,611877.0,3666.0,5935.0,7728.0,1.8424744228578467,100.0,ba90aa8,0.9,0.0,ok,0.257,0.5113612455291395,-4.14,0.5628473659519276,0.6255038789967403,36.347381515625145,7.227690437781865,,,,,,,,
P1,epsilon=1,p1_scene,312.0,603246.0,3720.0,5894.0,7380.0,1.8617489126040616,99.0,ba90aa8,1.0,0.0,ok,0.32,0.48586796034591856,-5.4,0.5549079669950603,1.3194697509589608,34.481198686952176,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,313.0,620463.0,7208.0,6336.0,6008.0,1.8235222209872037,117.0,ba90aa8,0.0,1.0,ok,0.015,0.09354566547141953,0.37636223019053644,0.5707453707536496,0.0568582208532724,0.7312750929439923,0.1921869051795471,,,,,,,,
P1,epsilon=0.15,p1_scene,313.0,640859.0,5993.0,7114.0,7143.0,1.779350645740064,115.0,ba90aa8,0.15,1.0,ok,0.019,0.11959502214722632,0.20269985235182447,0.5895070416057253,1.6472279860682384,16.034450188634384,0.6231592611718708,,,,,,,,
P1,epsilon=0.3,p1_scene,313.0,637987.0,5002.0,7026.0,7792.0,1.7855003568056302,112.0,ba90aa8,0.3,,ok,0.014,0.1392766497461929,0.07148900169204739,0.5868651746373412,1.4258115097763346,25.269760181073583,1.8729230545506004,,,,,,,,
P1,epsilon=0.45,p1_scene,313.0,639072.0,4039.0,6271.0,7843.0,1.7831744385269443,111.0,ba90aa8,0.45,,ok,0.061,0.19289501590668082,-0.2859667727112055,0.5878632337113999,1.5095547334690964,32.75099008307615,2.2968955283505696,,,,,,,,
P1,epsilon=0.6,p1_scene,313.0,610857.0,3449.0,5571.0,7426.0,1.8447404777521186,109.0,ba90aa8,0.6,,ok,0.146,0.3381914893617021,-1.9199999999999997,0.5619090984353009,0.7070917592116482,38.285865901311745,3.156316784159377,,,,,,,,
P1,epsilon=0.75,p1_scene,313.0,619232.0,3356.0,5507.0,7319.0,1.8262261202291699,103.0,ba90aa8,0.75,,ok,0.116,0.4418233981510998,-1.945489321007332,0.5696130106428973,0.04049396952144258,39.24488030785245,5.831593036106201,,,,,,,,
P1,epsilon=0.9,p1_scene,313.0,614923.0,3632.0,5899.0,7585.0,1.8357258967062777,102.0,ba90aa8,0.9,0.0,ok,0.281,0.5285304430985017,-4.62,0.5656492903202068,0.3825274424270988,36.229558350157106,6.292433232205904,,,,,,,,
P1,epsilon=1,p1_scene,313.0,637432.0,3759.0,5975.0,7545.0,1.7866913594496339,100.0,ba90aa8,1.0,0.0,ok,0.333,0.476357454043141,-5.66,0.5863546467238826,1.382930209195208,34.571910612717026,7.227690437781865,,,,,,,,
P1,epsilon=0,p1_scene,314.0,630693.0,7179.0,6338.0,6010.0,1.8012209196856652,114.0,ba90aa8,0.0,1.0,ok,0.028,0.10747368421052632,0.28350877192982454,0.5801556420233464,0.8598025377918609,0.8848374862091709,1.0361193235062867,,,,,,,,
P1,epsilon=0.15,p1_scene,314.0,646564.0,6012.0,7050.0,7095.0,1.7672009615690705,112.0,ba90aa8,0.15,1.0,ok,0.023,0.11873684210526315,0.20842105263157895,0.5947549006080342,2.0846697176422175,15.439466456857755,1.8729230545506004,,,,,,,,
P1,epsilon=0.3,p1_scene,314.0,649026.0,4975.0,6990.0,7566.0,1.7619846286000218,110.0,ba90aa8,0.3,,ok,0.025,0.14842105263157895,0.010526315789473606,0.5970196208295389,2.272480503036524,24.129742416816224,2.7246704966115702,,,,,,,,
P1,epsilon=0.45,p1_scene,314.0,618910.0,4027.0,6180.0,7464.0,1.8269341256956464,107.0,ba90aa8,0.45,,ok,0.026,0.18263157894736842,-0.21754385964912287,0.5693168124660798,0.06598526072378914,31.272477371843568,4.031508114255433,,,,,,,,
P1,epsilon=0.6,p1_scene,314.0,611155.0,3481.0,5583.0,7244.0,1.844078110838816,103.0,ba90aa8,0.6,,ok,0.087,0.2628421052631579,-0.7522807017543859,0.5621832197293742,0.6832436553914571,37.30325976852889,5.831593036106201,,,,,,,,
P1,epsilon=0.75,p1_scene,314.0,641631.0,3495.0,5641.0,7356.0,1.7777014184820406,102.0,ba90aa8,0.75,,ok,0.23,0.42347368421052634,-3.5999999999999996,0.5902171813339956,1.7066073754709026,37.385482839169775,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,314.0,643889.0,3654.0,5753.0,7351.0,1.7728868923020489,99.0,ba90aa8,0.9,0.0,ok,0.207,0.43894736842105264,-3.1399999999999992,0.592294248052175,1.8799513603221218,35.29932912289294,7.702287281358703,,,,,,,,
P1,epsilon=1,p1_scene,314.0,625821.0,3740.0,5778.0,7098.0,1.8118044994644267,98.0,ba90aa8,1.0,0.0,ok,0.315,0.5188421052631579,-5.3,0.5756740348262825,0.47874740915520075,33.4499221799221,8.181654022359139,,,,,,,,
P1,epsilon=0,p1_scene,315.0,624400.0,7321.0,6116.0,6013.0,1.814904108059856,114.0,ba90aa8,0.0,1.0,ok,0.015,0.09921177088807147,0.3385881940795235,0.5743668993938056,0.3671479525682303,1.3821330901181623,1.0361193235062867,,,,,,,,
P1,epsilon=0.15,p1_scene,315.0,641158.0,6084.0,7002.0,6918.0,1.7787116988269709,114.0,ba90aa8,0.15,1.0,ok,0.017,0.10761954808197582,0.28253634612016115,0.5897820827699128,1.6702328675214222,13.8152068360328,1.0361193235062867,,,,,,,,
P1,epsilon=0.3,p1_scene,315.0,638511.0,5120.0,7067.0,7713.0,1.7843766538652943,111.0,ba90aa8,0.3,,ok,0.02,0.14062007356805045,0.06253284287966362,0.5873471865772553,1.4662697268852916,24.13582548421725,2.2968955283505696,,,,,,,,
P1,epsilon=0.45,p1_scene,315.0,623733.0,4203.0,6505.0,7766.0,1.8163610250214903,106.0,ba90aa8,0.45,,ok,0.015,0.19379926431949554,-0.29199509546330366,0.5737533460275409,0.314692574347095,30.887594569557294,4.475200516085576,,,,,,,,
P1,epsilon=0.6,p1_scene,315.0,641089.0,3568.0,5842.0,7649.0,1.7788591265793312,104.0,ba90aa8,0.6,,ok,0.124,0.31758751581611133,-1.4799999999999998,0.5897186117320234,1.6649248240886123,37.264644287968636,5.375162861668101,,,,,,,,
P1,epsilon=0.75,p1_scene,315.0,626667.0,3447.0,5626.0,7432.0,1.8099618738743857,102.0,ba90aa8,0.75,,ok,0.202,0.42639214849583956,-3.0400000000000005,0.5764522449430141,0.5450899837773807,38.24728156391951,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,315.0,617114.0,3692.0,5886.0,7521.0,1.830888703049772,99.0,ba90aa8,0.9,0.0,ok,0.276,0.5367778596232768,-4.5200000000000005,0.5676647257407255,0.2083673293508858,35.31274011329572,7.702287281358703,,,,,,,,
P1,epsilon=1,p1_scene,315.0,628425.0,3905.0,6189.0,7821.0,1.8061393891165034,98.0,ba90aa8,1.0,0.0,ok,0.262,0.5047819232790332,-4.24,0.5780693766040235,0.682716141615722,34.014822555143994,8.181654022359139,,,,,,,,
P1,epsilon=0,p1_scene,316.0,621938.0,7295.0,6306.0,5965.0,1.8202881839941787,111.0,ba90aa8,0.0,1.0,ok,0.021,0.08504367961267235,0.4330421359155176,0.5721021791723009,0.1732976872865374,0.5800051988332674,2.2968955283505696,,,,,,,,
P1,epsilon=0.15,p1_scene,316.0,636039.0,6112.0,7002.0,6968.0,1.789684399875421,110.0,ba90aa8,0.15,1.0,ok,0.009,0.1278812756551942,0.14745816229870534,0.5850732676546072,1.2751676724822727,14.007196348453741,2.7246704966115702,,,,,,,,
P1,epsilon=0.3,p1_scene,316.0,626839.0,5094.0,7179.0,7847.0,1.8095874999652093,109.0,ba90aa8,0.3,,ok,0.037,0.1455636248815914,0.029575834122723875,0.5766104626026805,0.558569080746602,25.30038769116768,3.156316784159377,,,,,,,,
P1,epsilon=0.45,p1_scene,316.0,609941.0,4156.0,6555.0,8096.0,1.8467781534493524,105.0,ba90aa8,0.45,,ok,0.016,0.18166508788548574,-0.21110058590323832,0.5610664974105656,0.7804569901789045,32.905194980615846,4.9230591046892735,,,,,,,,
P1,epsilon=0.6,p1_scene,316.0,623453.0,3549.0,5899.0,7837.0,1.8169730059102092,104.0,ba90aa8,0.6,,ok,0.156,0.35775181559835806,-2.1199999999999997,0.5734957823955258,0.29265858762911307,38.14281397486354,5.375162861668101,,,,,,,,
P1,epsilon=0.75,p1_scene,316.0,609874.0,3391.0,5575.0,7360.0,1.8469272967894836,102.0,ba90aa8,0.75,,ok,0.185,0.461109356909799,-2.7,0.5610048661129049,0.785826802269618,38.80631818411923,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,316.0,622551.0,3582.0,5622.0,7236.0,1.818945996103826,100.0,ba90aa8,0.9,0.0,ok,0.223,0.5305757288706452,-3.4599999999999995,0.5726660595523912,0.2216223175065782,35.97193559999447,7.227690437781865,,,,,,,,
P1,epsilon=1,p1_scene,316.0,634819.0,3821.0,6156.0,7771.0,1.7923101264663268,99.0,ba90aa8,1.0,0.0,ok,0.261,0.5095253131249342,-4.22,0.5839510261151125,1.1806300392071747,34.69797869702395,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,317.0,625688.0,7350.0,6196.0,5958.0,1.8120943653288917,115.0,ba90aa8,0.0,1.0,ok,0.031,0.10327455919395466,0.31150293870696893,0.5755516921010754,0.46831097114650905,0.9821316513354181,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,317.0,639878.0,6108.0,6964.0,7052.0,1.7814486962249045,115.0,ba90aa8,0.15,1.0,ok,0.024,0.116183879093199,0.22544080604534,0.5886046490235579,1.5716889988730525,14.46729666355233,0.6231592611718708,,,,,,,,
P1,epsilon=0.3,p1_scene,317.0,641961.0,4979.0,6929.0,7571.0,1.7769969306495899,114.0,ba90aa8,0.3,,ok,0.032,0.14357682619647355,0.042821158690176296,0.5905207384717278,1.7319720164741452,24.02236637862842,1.0361193235062867,,,,,,,,
P1,epsilon=0.45,p1_scene,317.0,636502.0,4101.0,6274.0,7716.0,1.788688991524129,112.0,ba90aa8,0.45,,ok,0.073,0.2043157894736842,-0.45999999999999985,0.5854991675175465,1.3110067236612262,31.57854758834311,1.8729230545506004,,,,,,,,
P1,epsilon=0.6,p1_scene,317.0,635428.0,3589.0,5856.0,7690.0,1.7909989007684377,110.0,ba90aa8,0.6,,ok,0.131,0.3592490453966907,-1.6199999999999999,0.5845112270147456,1.2278398951751426,37.15569362434049,2.7246704966115702,,,,,,,,
P1,epsilon=0.75,p1_scene,317.0,626240.0,3448.0,5713.0,7638.0,1.8108916434945614,104.0,ba90aa8,0.75,,ok,0.208,0.4426351638995317,-3.1599999999999993,0.576059460404191,0.5116142137992951,38.811740417269576,5.375162861668101,,,,,,,,
P1,epsilon=0.9,p1_scene,317.0,629034.0,3652.0,5812.0,7430.0,1.804817262472742,101.0,ba90aa8,0.9,0.0,ok,0.291,0.5112431056427662,-4.819999999999999,0.5786295775036565,0.7303184792787708,35.52513768395943,6.757769501198368,,,,,,,,
P1,epsilon=1,p1_scene,317.0,623631.0,3693.0,5757.0,7326.0,1.8165839347671264,98.0,ba90aa8,1.0,0.0,ok,0.243,0.4696648281714043,-3.86,0.5736595192758782,0.30666684925470383,34.75330260867144,8.181654022359139,,,,,,,,
P1,epsilon=0,p1_scene,318.0,636770.0,7285.0,6419.0,5984.0,1.7881130856568737,115.0,ba90aa8,0.0,1.0,ok,0.022,0.09755840875605136,0.3496106082929909,0.5857456927081897,1.331741851937011,1.2444661816048113,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,318.0,653087.0,6115.0,7147.0,7016.0,1.7534153620105535,113.0,ba90aa8,0.15,1.0,ok,0.027,0.10860871395495685,0.27594190696695436,0.600755213363873,2.581011553099985,14.787387531897192,1.4526860695920725,,,,,,,,
P1,epsilon=0.3,p1_scene,318.0,652697.0,5061.0,7129.0,7654.0,1.7542364406093967,110.0,ba90aa8,0.3,,ok,0.012,0.11850136813302463,0.2099908791131691,0.6003964640192805,2.5514491349349275,24.304247619747787,2.7246704966115702,,,,,,,,
P1,epsilon=0.45,p1_scene,318.0,625005.0,4167.0,6442.0,7642.0,1.8135837220840232,108.0,ba90aa8,0.45,,ok,0.024,0.1948010945064197,-0.29867396337613134,0.5749234208129812,0.41468761857808994,30.641612698673402,3.5919051014832055,,,,,,,,
P1,epsilon=0.6,p1_scene,318.0,627530.0,3524.0,5724.0,7473.0,1.8080843234153194,102.0,ba90aa8,0.6,,ok,0.04,0.22788203753351208,-0.5192135835567473,0.5772460928516894,0.6126900063271261,37.30181569717732,6.292433232205904,,,,,,,,
P1,epsilon=0.75,p1_scene,318.0,647285.0,3551.0,5858.0,7813.0,1.7656716855613377,102.0,ba90aa8,0.75,,ok,0.289,0.4509094777151367,-4.779999999999999,0.5954181269604731,2.139730337775396,38.061624475327456,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,318.0,650985.0,3694.0,5964.0,7803.0,1.7578454673460757,100.0,ba90aa8,0.9,0.0,ok,0.219,0.4931637519872814,-3.3799999999999994,0.5988216463835306,2.4215083987996797,36.30550455363207,7.227690437781865,,,,,,,,
P1,epsilon=1,p1_scene,318.0,640618.0,3727.0,5844.0,7452.0,1.7798658264650276,99.0,ba90aa8,1.0,0.0,ok,0.181,0.5098835345656587,-2.62,0.5892853529081694,1.628679228320313,34.70162374029425,7.702287281358703,,,,,,,,
P1,epsilon=0,p1_scene,319.0,624715.0,7175.0,6319.0,6022.0,1.8142165032998454,115.0,ba90aa8,0.0,1.0,ok,0.032,0.09670976558393778,0.3552682294404148,0.5746566584798226,0.39190472917446173,0.8295263843411235,0.6231592611718708,,,,,,,,
P1,epsilon=0.15,p1_scene,319.0,640142.0,6007.0,6841.0,6836.0,1.7808838257435333,113.0,ba90aa8,0.15,1.0,ok,0.028,0.1251970987070325,0.16535267528645,0.5888474947337436,1.5920268050257407,13.214635239851228,1.4526860695920725,,,,,,,,
P1,epsilon=0.3,p1_scene,319.0,623163.0,4993.0,7017.0,7547.0,1.8176070814640575,110.0,ba90aa8,0.3,,ok,0.015,0.1450293624161074,0.03313758389261734,0.5732290200623672,0.2698290963995108,23.950564467612047,2.7246704966115702,,,,,,,,
P1,epsilon=0.45,p1_scene,319.0,617362.0,4031.0,6267.0,7543.0,1.8303420725290258,107.0,ba90aa8,0.45,,ok,0.026,0.2680042238648363,-0.7866948257655754,0.5678928535290817,0.1886862415002824,31.54137704191293,4.031508114255433,,,,,,,,
P1,epsilon=0.6,p1_scene,319.0,611161.0,3451.0,5471.0,7116.0,1.844064777336385,107.0,ba90aa8,0.6,,ok,0.094,0.2894428464898264,-0.9296189765988426,0.5621887389500603,0.6827635910285244,37.511622061968225,4.031508114255433,,,,,,,,
P1,epsilon=0.75,p1_scene,319.0,641207.0,3511.0,5756.0,7592.0,1.778607011599433,102.0,ba90aa8,0.75,,ok,0.153,0.36430474160895043,-2.0599999999999996,0.5898271564055155,1.674002065258856,37.831458215404965,6.292433232205904,,,,,,,,
P1,epsilon=0.9,p1_scene,319.0,640372.0,3697.0,5949.0,7481.0,1.7803918583865928,102.0,ba90aa8,0.9,0.0,ok,0.319,0.4880611270296084,-5.38,0.5890590648600418,1.6097397800684785,35.060214317099344,6.292433232205904,,,,,,,,
P1,epsilon=1,p1_scene,319.0,644188.0,3689.0,5833.0,7260.0,1.7722503918205028,99.0,ba90aa8,1.0,0.0,ok,0.216,0.49524011000634655,-3.3199999999999994,0.5925692892163626,1.9028681595472339,34.49705092096176,7.702287281358703,,,,,,,,
P3,p=0.006,p3_n1500,100.0,212781.0,5457.0,12097.0,18692.0,3.231928016344227,20.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,50.832408712618864,54.54799085546007,39.1349065225381,0.006,,,,,,,
P3,p=0.006,p3_n1500,101.0,195450.0,5487.0,11878.0,17644.0,3.3355383669095264,22.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,55.110399299727,52.05168237959471,36.2980906743995,0.006,,,,,,,
P3,p=0.006,p3_n1500,102.0,246592.0,5410.0,11417.0,16971.0,3.0509006142794846,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,43.35792843322312,50.039095691949946,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,103.0,232951.0,5350.0,11309.0,16834.0,3.120942586286631,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,46.24990684381851,49.739273778260895,33.697962652864305,0.006,,,,,,,
P3,p=0.006,p3_n1500,104.0,232790.0,5535.0,11931.0,17921.0,3.1217920594469497,25.0,ba90aa8,,0.0,structural_block: only 1 chains,,,-5.0,,46.28498092825135,52.55758789573388,32.47492466412767,0.006,,,,,,,
P3,p=0.006,p3_n1500,105.0,200691.0,5427.0,11899.0,17928.0,3.3033175860573554,20.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,53.78002838173663,52.81141816895324,39.1349065225381,0.006,,,,,,,
P3,p=0.006,p3_n1500,106.0,201273.0,5592.0,12371.0,18709.0,3.299788860968441,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,53.63433007425571,54.75582281620951,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,107.0,218481.0,5469.0,11643.0,17414.0,3.199590876174865,26.0,ba90aa8,,0.0,structural_block: only 1 chains,,,-5.0,,49.4972334091501,51.189663457403164,31.29805022408348,0.006,,,,,,,
P3,p=0.006,p3_n1500,108.0,202903.0,5455.0,11775.0,17528.0,3.289957185534128,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,53.22838786159052,51.71410467757201,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,109.0,226106.0,5330.0,11297.0,16610.0,3.1575555320760547,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,47.761626827380766,49.325163905272035,33.697962652864305,0.006,,,,,,,
P3,p=0.006,p3_n1500,110.0,212058.0,5461.0,12013.0,18662.0,3.236088045673302,22.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,51.00417307993138,54.31975013876319,36.2980906743995,0.006,,,,,,,
P3,p=0.006,p3_n1500,111.0,231151.0,5557.0,12134.0,18168.0,3.1304713943228357,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,46.643343897769526,53.36986162614349,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,112.0,223115.0,5402.0,11665.0,17837.0,3.173882769113746,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,48.43576571388811,52.25465161107794,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,113.0,219992.0,5455.0,11707.0,17429.0,3.19115223558299,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,49.14880851894305,51.38609752675135,33.697962652864305,0.006,,,,,,,
P3,p=0.006,p3_n1500,114.0,204396.0,5555.0,12147.0,18300.0,3.281017240250481,23.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,52.85926449154074,53.64983421640433,34.97093415338617,0.006,,,,,,,
P3,p=0.006,p3_n1500,115.0,219400.0,5491.0,11878.0,17573.0,3.1944519062294106,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,49.2850493470932,51.902471238435204,33.697962652864305,0.006,,,,,,,
P3,p=0.006,p3_n1500,116.0,207826.0,5365.0,11738.0,17776.0,3.260710538632704,22.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,52.020816615415534,52.38883591104599,36.2980906743995,0.006,,,,,,,
P3,p=0.006,p3_n1500,117.0,221738.0,5415.0,11711.0,17563.0,3.181468984155055,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,48.748994617771075,51.77386630661029,33.697962652864305,0.006,,,,,,,
P3,p=0.006,p3_n1500,118.0,230697.0,5408.0,11347.0,17036.0,3.132885795632202,25.0,ba90aa8,,0.0,structural_block: only 1 chains,,,-5.0,,46.743032645260634,50.03922882036233,32.47492466412767,0.006,,,,,,,
P3,p=0.006,p3_n1500,119.0,215652.0,5522.0,12163.0,18464.0,3.2155394396312325,24.0,ba90aa8,,0.0,structural_block: only 0 chains,,,-5.0,,50.15573715874641,54.0762726825353,33.697962652864305,0.006,,,,,,,
P3,p=0.008,p3_n1500,100.0,378942.0,5977.0,13588.0,21182.0,2.513032546190817,27.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,21.149775291812972,60.59104189509794,30.163980830495344,0.008,,,,,,,
P3,p=0.008,p3_n1500,101.0,355747.0,6061.0,13599.0,20359.0,2.5932542484504273,26.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,24.462066827127433,59.084657327722894,31.29805022408348,0.008,,,,,,,
P3,p=0.008,p3_n1500,102.0,408344.0,5867.0,12867.0,19577.0,2.4175163991613395,32.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,17.20598805743416,56.66592883826564,25.04044132193948,0.008,,,,,,,
P3,p=0.008,p3_n1500,103.0,384576.0,5954.0,13288.0,20101.0,2.4942222185057545,29.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,20.373111528607183,58.233186303386454,28.01254359245251,0.008,,,,,,,
P3,p=0.008,p3_n1500,104.0,384517.0,6101.0,13781.0,21303.0,2.494417904343134,27.0,ba90aa8,,0.0,structural_block: only 3 chains,,,-5.0,,20.381191244251156,60.94046576010108,30.163980830495344,0.008,,,,,,,
P3,p=0.008,p3_n1500,105.0,361918.0,6032.0,13689.0,20869.0,2.571456395078176,26.0,ba90aa8,,0.0,structural_block: only 1 chains,,,-5.0,,23.562050457750473,60.167840601253936,31.29805022408348,0.008,,,,,,,
P3,p=0.008,p3_n1500,106.0,380624.0,6004.0,13232.0,19939.0,2.5073904055682403,31.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,20.916815704833184,57.747174805948156,26.000008461343413,0.008,,,,,,,
P3,p=0.008,p3_n1500,107.0,391936.0,5879.0,12784.0,19086.0,2.470021962075595,32.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,19.373901810186464,55.595634056420366,25.04044132193948,0.008,,,,,,,
P3,p=0.008,p3_n1500,108.0,360685.0,6020.0,13503.0,20331.0,2.575784467703823,27.0,ba90aa8,,0.0,structural_block: only 3 chains,,,-5.0,,23.74075320175064,58.923427420176,30.163980830495344,0.008,,,,,,,
P3,p=0.008,p3_n1500,109.0,398840.0,5744.0,12335.0,18149.0,2.447691875815522,34.0,ba90aa8,,0.0,structural_block: only 3 chains,,,-5.0,,18.451909959867418,53.26348413347102,23.205590269561686,0.008,,,,,,,
P3,p=0.008,p3_n1500,110.0,374781.0,6029.0,13789.0,21281.0,2.5270886217695967,29.0,ba90aa8,,0.0,structural_block: only 3 chains,,,-5.0,,21.730139692566574,61.044064301203,28.01254359245251,0.008,,,,,,,
P3,p=0.008,p3_n1500,111.0,387639.0,6098.0,13655.0,20466.0,2.4841003168019986,30.0,ba90aa8,,0.0,structural_block: only 5 chains,,,-5.0,,19.9551860995738,59.31025232279849,26.990043088707694,0.008,,,,,,,
P3,p=0.008,p3_n1500,112.0,380048.0,5966.0,13404.0,20595.0,2.5093200013808676,32.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,20.99648721137963,59.27896538546285,25.04044132193948,0.008,,,,,,,
P3,p=0.008,p3_n1500,113.0,378510.0,6045.0,13610.0,20552.0,2.5144853259095656,32.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,21.2097594336293,59.4610613227395,25.04044132193948,0.008,,,,,,,
P3,p=0.008,p3_n1500,114.0,359091.0,6185.0,14156.0,21688.0,2.581399770675361,28.0,ba90aa8,,0.0,structural_block: only 3 chains,,,-5.0,,23.972604683045077,62.14299419996324,29.069711661131727,0.008,,,,,,,
P3,p=0.008,p3_n1500,115.0,379116.0,6037.0,13674.0,20900.0,2.5124478235227343,33.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,21.125632548771584,60.18146917751863,24.109522297960428,0.008,,,,,,,
P3,p=0.008,p3_n1500,116.0,368831.0,5944.0,13451.0,20382.0,2.5474365006454676,27.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,22.57028774557148,59.051236633529456,30.163980830495344,0.008,,,,,,,
P3,p=0.008,p3_n1500,117.0,375246.0,6058.0,13779.0,21451.0,2.525510810738556,27.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,21.66499310535593,61.25144579304637,30.163980830495344,0.008,,,,,,,
P3,p=0.008,p3_n1500,118.0,382997.0,5988.0,13245.0,20324.0,2.499468709127349,30.0,ba90aa8,,0.0,structural_block: only 2 chains,,,-5.0,,20.5897350355452,58.46790236313886,26.990043088707694,0.008,,,,,,,
P3,p=0.008,p3_n1500,119.0,385947.0,6002.0,13572.0,20752.0,2.4896826550034206,28.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,20.185676491213645,59.800887737642505,29.069711661131727,0.008,,,,,,,
P3,p=0.01,p3_n1500,100.0,508641.0,6188.0,14240.0,21694.0,2.1323784916686606,33.0,ba90aa8,,0.0,ok,0.2675,,-1.675,,5.432866186635982,62.30809536078263,24.109522297960428,0.01,-0.02125000000000002,,,,,,
P3,p=0.01,p3_n1500,101.0,483525.0,6303.0,14095.0,21105.0,2.1987651183694155,33.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,8.173918239699951,60.90065037985289,24.109522297960428,0.01,,,,,,,
P3,p=0.01,p3_n1500,102.0,517527.0,6142.0,13757.0,20810.0,2.109575437892702,34.0,ba90aa8,,0.0,structural_block: only 4 chains,,,-5.0,,4.491345876371319,60.01124137521535,23.205590269561686,0.01,,,,,,,
P3,p=0.01,p3_n1500,103.0,512853.0,6139.0,13485.0,19946.0,2.121526910746211,36.0,ba90aa8,,0.0,ok,0.1925,,-1.1125,,4.98481287161295,58.01464783226305,21.472729402775343,0.01,-0.01125000000000001,,,,,,
P3,p=0.01,p3_n1500,104.0,526623.0,6187.0,13468.0,20272.0,2.0865829926677852,36.0,ba90aa8,,0.0,ok,0.22875,,-1.2874999999999999,,3.5420057408526926,58.4613173028197,21.472729402775343,0.01,0.0037500000000000033,,,,,,
P3,p=0.01,p3_n1500,105.0,491630.0,6314.0,14330.0,21278.0,2.177018464387956,32.0,ba90aa8,,0.0,ok,0.24625,,-1.4625,,7.276015853247268,61.621665324704814,25.04044132193948,0.01,0.008750000000000008,,,,,,
P3,p=0.01,p3_n1500,106.0,518801.0,6181.0,13582.0,20133.0,2.1063340728212614,36.0,ba90aa8,,0.0,ok,0.2875,,-1.8749999999999996,,4.357512439949684,58.45765817627714,21.472729402775343,0.01,-0.01749999999999996,,,,,,
P3,p=0.01,p3_n1500,107.0,515928.0,6020.0,13051.0,19437.0,2.1136535036769235,36.0,ba90aa8,,0.0,ok,0.1975,,-0.975,,4.659726032825977,56.474358359317435,21.472729402775343,0.01,0.057499999999999996,,,,,,
P3,p=0.01,p3_n1500,108.0,505646.0,6176.0,13483.0,20066.0,2.140142381973946,36.0,ba90aa8,,0.0,ok,0.2475,,-1.4749999999999999,,5.753431163630415,58.154825573023004,21.472729402775343,0.01,-0.03875000000000001,,,,,,
P3,p=0.01,p3_n1500,109.0,535050.0,5910.0,12711.0,18632.0,2.0655863578349347,39.0,ba90aa8,,0.0,ok,0.24625,,-1.4625,,2.675071060236289,54.552334672842136,19.04161790040975,0.01,0.03624999999999998,,,,,,
