beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
14.0,1,random,914001,0,0.863225,continuum,644e87b,83783.0,3089.0,2383.0,2194.0,2.0927538257833618,44.0,0.9849306953129613
14.0,1,random,914001,1,0.863225,continuum,644e87b,84277.0,2987.0,2413.0,2213.0,2.084988594384356,41.0,1.4487565407304288
14.0,1,random,914001,2,0.863225,continuum,644e87b,84090.0,3109.0,2507.0,2159.0,2.087923417701872,41.0,0.6514047127483558
14.0,1,random,914001,3,0.863225,continuum,644e87b,84716.0,3026.0,2401.0,2146.0,2.0781208973565883,41.0,1.0059987366161636
14.0,1,random,914001,4,0.863225,continuum,644e87b,82240.0,3102.0,2437.0,2091.0,2.1172667123549047,41.0,0.8082769982457663
14.0,1,random,914001,5,0.863225,continuum,644e87b,85083.0,3106.0,2359.0,2191.0,2.072403135116037,41.0,0.8587328333514108
14.0,1,random,914001,6,0.863225,continuum,644e87b,87161.0,3089.0,2496.0,2089.0,2.0404239867418728,42.0,1.0659121370608737
14.0,1,random,914001,7,0.863225,continuum,644e87b,89475.0,3081.0,2396.0,2213.0,2.005574770027226,42.0,1.172355172477225
14.0,1,random,914001,8,0.863225,continuum,644e87b,91266.0,2980.0,2402.0,2104.0,1.9791269816190793,44.0,1.5830865288009655
14.0,1,random,914001,9,0.863225,continuum,644e87b,83874.0,3048.0,2474.0,2105.0,2.091320414732145,43.0,1.1349857428946883
14.0,1,random,914001,10,0.863225,continuum,644e87b,88827.0,3112.0,2406.0,2111.0,2.015255202534906,41.0,1.2508440580919604
14.0,1,random,914001,11,0.863225,continuum,644e87b,88305.0,3142.0,2500.0,2136.0,2.023097369184864,43.0,1.2086278858628852
14.0,1,random,914001,12,0.863225,continuum,644e87b,86748.0,3120.0,2480.0,2081.0,2.0467271384579693,43.0,0.8744399119316633
14.0,1,random,914001,13,0.863225,continuum,644e87b,85966.0,3034.0,2385.0,2079.0,2.058732983369274,42.0,1.3121820456933655
14.0,1,random,914001,14,0.863225,continuum,644e87b,84835.0,3039.0,2462.0,2109.0,2.076264568160635,42.0,1.1257578411241518
14.0,1,random,914001,15,0.863225,continuum,644e87b,85905.0,3065.0,2471.0,2134.0,2.059673450596886,40.0,1.090742717500742
14.0,1,random,914001,16,0.863225,continuum,644e87b,83251.0,3023.0,2388.0,2161.0,2.101160869726974,39.0,1.1718135858617522
14.0,1,random,914001,17,0.863225,continuum,644e87b,91435.0,3069.0,2407.0,2103.0,1.976654228943147,44.0,1.653155334951336
14.0,1,random,914001,18,0.863225,continuum,644e87b,85211.0,2994.0,2446.0,2171.0,2.0704139396337826,44.0,1.260313326469678
14.0,1,random,914001,19,0.863225,continuum,644e87b,80304.0,3017.0,2457.0,2125.0,2.1485952087526323,40.0,0.9792295032305312
14.0,1,random,914001,20,0.863225,continuum,644e87b,86437.0,3063.0,2457.0,2152.0,2.0514906378229254,40.0,0.8791459189792796
14.0,1,random,914001,21,0.863225,continuum,644e87b,85900.0,3056.0,2436.0,2133.0,2.0597505635952515,41.0,1.032348817911945
14.0,1,random,914001,22,0.863225,continuum,644e87b,86234.0,3025.0,2406.0,2107.0,2.054607895135568,40.0,1.2984230133802086
14.0,1,random,914001,23,0.863225,continuum,644e87b,86432.0,2959.0,2445.0,2162.0,2.051567341810763,40.0,1.4195944855369511
14.0,1,random,914001,24,0.863225,continuum,644e87b,85502.0,3020.0,2427.0,2176.0,2.065901208814381,41.0,1.1197140515876
14.0,1,random,914001,25,0.863225,continuum,644e87b,84759.0,3114.0,2512.0,2212.0,2.0774498630405596,41.0,0.9283262691671688
14.0,1,random,914001,26,0.863225,continuum,644e87b,93794.0,3061.0,2471.0,2059.0,1.9425366904466763,47.0,1.6473536085979177
14.0,1,random,914001,27,0.863225,continuum,644e87b,82915.0,3013.0,2449.0,2096.0,2.1064946198154306,38.0,1.1201462181446118
14.0,1,random,914001,28,0.863225,continuum,644e87b,84611.0,3014.0,2401.0,2174.0,2.0797607076572007,45.0,1.2225958005624804
14.0,1,random,914001,29,0.863225,continuum,644e87b,83477.0,3042.0,2564.0,2086.0,2.0975837827615926,39.0,0.8806777122664826
14.0,1,random,914001,30,0.863225,continuum,644e87b,82080.0,2969.0,2373.0,2146.0,2.119831359373709,43.0,1.0984207874089336
14.0,1,random,914001,31,0.863225,continuum,644e87b,86912.0,3051.0,2353.0,2190.0,2.0442211100059176,42.0,1.1351173933661443
14.0,1,random,914001,32,0.863225,continuum,644e87b,84004.0,2959.0,2336.0,2093.0,2.089275019486988,42.0,1.5662285545131525
14.0,1,random,914001,33,0.863225,continuum,644e87b,88626.0,3042.0,2499.0,2116.0,2.018270203878,46.0,0.9713132235009567
14.0,1,random,914001,34,0.863225,continuum,644e87b,84495.0,3004.0,2429.0,2119.0,2.0815743545243492,39.0,0.6936512507709729
14.0,1,random,914001,35,0.863225,continuum,644e87b,81893.0,3031.0,2454.0,2108.0,2.1228343073301232,41.0,1.0027563843304002
14.0,1,random,914001,36,0.863225,continuum,644e87b,85630.0,3053.0,2479.0,2167.0,2.0639204232034025,38.0,1.0766165110708137
14.0,1,random,914001,37,0.863225,continuum,644e87b,88986.0,3057.0,2428.0,2110.0,2.012874334386532,43.0,1.0767131008690285
14.0,1,random,914001,38,0.863225,continuum,644e87b,87507.0,3130.0,2499.0,2189.0,2.0351631070753644,44.0,1.0654789438566503
14.0,1,random,914001,39,0.863225,continuum,644e87b,86254.0,3036.0,2422.0,2123.0,2.0543004957478956,47.0,1.077580204988564
14.0,1,random,914001,40,0.863225,continuum,644e87b,83885.0,3088.0,2400.0,2129.0,2.0911472365360524,42.0,1.252260826021928
14.0,1,random,914001,41,0.863225,continuum,644e87b,83544.0,3055.0,2394.0,2150.0,2.0965249326233675,43.0,1.3248389446882562
14.0,1,random,914001,42,0.863225,continuum,644e87b,84221.0,3145.0,2404.0,2119.0,2.0858668802826337,39.0,1.0927225130869758
14.0,1,random,914001,43,0.863225,continuum,644e87b,83613.0,3038.0,2534.0,2120.0,2.0954352440990824,45.0,0.9943300520089835
14.0,1,random,914001,44,0.863225,continuum,644e87b,90147.0,3086.0,2344.0,2181.0,1.9955988569277423,44.0,1.5946382118357647
14.0,1,random,914001,45,0.863225,continuum,644e87b,86725.0,3090.0,2529.0,2158.0,2.047078919404111,41.0,0.9838081155533303
14.0,1,random,914001,46,0.863225,continuum,644e87b,81324.0,3036.0,2450.0,2177.0,2.1320084733413616,43.0,0.9850396027912218
14.0,1,random,914001,47,0.863225,continuum,644e87b,85654.0,3063.0,2398.0,2103.0,2.0635493102663567,40.0,0.9936206458321237
