beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
24.0,2,bipartite,700202,29,0.011607666666666667,intermediate,4507002,88911.0,17419.0,20088.0,16130.0,2.013996931531489,11.0,-96.72102723538632
24.0,2,bipartite,700202,30,0.011607666666666667,intermediate,4507002,89191.0,17582.0,19967.0,15205.0,2.0098100257135076,10.0,-95.95814748155358
24.0,2,bipartite,700202,31,0.011607666666666667,intermediate,4507002,89083.0,15257.0,18401.0,15279.0,2.0114236416394693,10.0,-95.07574889417678
24.0,2,bipartite,700202,32,0.011607666666666667,intermediate,4507002,89045.0,16039.0,18808.0,15591.0,2.0119917932332108,10.0,-95.6420579531487
24.0,2,bipartite,700202,33,0.011607666666666667,intermediate,4507002,88973.0,16334.0,16839.0,16619.0,2.0130688598914572,10.0,-95.79180794090185
24.0,2,bipartite,700202,34,0.011607666666666667,intermediate,4507002,88907.0,17136.0,19158.0,15705.0,2.014056826130467,10.0,-96.57257871417949
24.0,2,bipartite,700202,35,0.011607666666666667,intermediate,4507002,89052.0,16787.0,17365.0,14603.0,2.0118871181513676,11.0,-94.59983030621359
24.0,2,bipartite,700202,36,0.011607666666666667,intermediate,4507002,88965.0,16694.0,17979.0,16421.0,2.0131885799787668,12.0,-95.6955274256628
24.0,2,bipartite,700202,37,0.011607666666666667,intermediate,4507002,89036.0,17217.0,18844.0,15496.0,2.012126385822379,12.0,-95.14410357584251
24.0,2,bipartite,700202,38,0.011607666666666667,intermediate,4507002,88855.0,17636.0,18025.0,14318.0,2.0148356657887287,10.0,-95.66165267162967
24.0,2,bipartite,700202,39,0.011607666666666667,intermediate,4507002,88912.0,17732.0,17953.0,15025.0,2.0139819582419403,11.0,-95.67301102566445
24.0,2,bipartite,700202,40,0.011607666666666667,intermediate,4507002,88892.0,17035.0,19199.0,15061.0,2.0142814514110157,12.0,-95.43004439612726
24.0,2,bipartite,700202,41,0.011607666666666667,intermediate,4507002,89000.0,17969.0,19999.0,16321.0,2.012664872563432,10.0,-96.79460065580949
24.0,2,bipartite,700202,42,0.011607666666666667,intermediate,4507002,88859.0,17703.0,18947.0,15166.0,2.0147757412024827,10.0,-96.57943009082906
24.0,2,bipartite,700202,43,0.011607666666666667,intermediate,4507002,88902.0,17727.0,19571.0,13699.0,2.014131697621208,10.0,-96.59443979031444
24.0,2,bipartite,700202,44,0.011607666666666667,intermediate,4507002,88890.0,16489.0,17648.0,14501.0,2.014311403898539,10.0,-95.63020442544384
24.0,2,bipartite,700202,45,0.011607666666666667,intermediate,4507002,88973.0,13925.0,18109.0,16202.0,2.0130688598914572,13.0,-94.52128073197338
24.0,2,bipartite,700202,46,0.011607666666666667,intermediate,4507002,89029.0,14614.0,15936.0,16508.0,2.0122310769917977,12.0,-94.19154715631274
24.0,2,bipartite,700202,47,0.011607666666666667,intermediate,4507002,88987.0,13788.0,16674.0,15298.0,2.012859371893004,11.0,-93.5507284704296
