beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
22.0,2,bipartite,922002,0,0.014005,intermediate,644e87b,88937.0,13962.0,15098.0,13786.0,2.013607672817745,11.0,-91.35783627337423
22.0,2,bipartite,922002,1,0.014005,intermediate,644e87b,88938.0,12494.0,15455.0,14671.0,2.0135927032729635,11.0,-91.47596531536703
22.0,2,bipartite,922002,2,0.014005,intermediate,644e87b,89157.0,12963.0,15310.0,12233.0,2.010317835649733,12.0,-90.57755273063636
22.0,2,bipartite,922002,3,0.014005,intermediate,644e87b,88891.0,12980.0,15273.0,12526.0,2.014296427582707,13.0,-90.55679779321699
22.0,2,bipartite,922002,4,0.014005,intermediate,644e87b,88638.0,12681.0,14694.0,13650.0,2.0180900395949664,10.0,-89.92827845231065
22.0,2,bipartite,922002,5,0.014005,intermediate,644e87b,88588.0,12397.0,15304.0,13796.0,2.018840861924689,12.0,-90.23331639684423
22.0,2,bipartite,922002,6,0.014005,intermediate,644e87b,88690.0,11931.0,14767.0,14067.0,2.0173095689067004,11.0,-89.64496921278278
22.0,2,bipartite,922002,7,0.014005,intermediate,644e87b,89077.0,12270.0,14488.0,13106.0,2.011513336005472,11.0,-88.68405072900029
22.0,2,bipartite,922002,8,0.014005,intermediate,644e87b,88900.0,12074.0,15203.0,14818.0,2.014161647226217,11.0,-89.91481405073407
22.0,2,bipartite,922002,9,0.014005,intermediate,644e87b,88720.0,12622.0,15875.0,12367.0,2.016859475519187,11.0,-90.62199387384251
22.0,2,bipartite,922002,10,0.014005,intermediate,644e87b,88773.0,11360.0,17392.0,13873.0,2.016064628792215,11.0,-91.62357928625383
22.0,2,bipartite,922002,11,0.014005,intermediate,644e87b,88681.0,13806.0,15335.0,15028.0,2.0174446223352813,11.0,-91.8399796738541
22.0,2,bipartite,922002,12,0.014005,intermediate,644e87b,88764.0,14343.0,15091.0,13880.0,2.016199574131594,11.0,-90.6573600232888
22.0,2,bipartite,922002,13,0.014005,intermediate,644e87b,88684.0,14071.0,15267.0,13654.0,2.0173996032221915,12.0,-90.35901176584862
22.0,2,bipartite,922002,14,0.014005,intermediate,644e87b,88525.0,12403.0,15210.0,15128.0,2.0197874148475154,11.0,-90.79027518929921
22.0,2,bipartite,922002,15,0.014005,intermediate,644e87b,88834.0,13047.0,14534.0,15208.0,2.015150307740887,13.0,-89.46880521526775
22.0,2,bipartite,922002,16,0.014005,intermediate,644e87b,88665.0,14442.0,15568.0,15436.0,2.017684746291799,12.0,-91.74774762381888
22.0,2,bipartite,922002,17,0.014005,intermediate,644e87b,88789.0,14284.0,15551.0,14395.0,2.0158247548734085,12.0,-91.3497064212235
22.0,2,bipartite,922002,18,0.014005,intermediate,644e87b,88440.0,13002.0,18090.0,15730.0,2.0210654246943562,11.0,-91.81086940654444
22.0,2,bipartite,922002,19,0.014005,intermediate,644e87b,88423.0,15274.0,14911.0,14947.0,2.021321152897932,12.0,-91.75868003682541
22.0,2,bipartite,922002,20,0.014005,intermediate,644e87b,88348.0,16199.0,15714.0,14359.0,2.022449868574416,11.0,-92.33071722675844
22.0,2,bipartite,922002,21,0.014005,intermediate,644e87b,88210.0,14527.0,17804.0,14053.0,2.0245288521290163,9.0,-92.2512938770308
22.0,2,bipartite,922002,22,0.014005,intermediate,644e87b,88169.0,14771.0,19159.0,13916.0,2.0251470582097078,11.0,-92.38402967428034
22.0,2,bipartite,922002,23,0.014005,intermediate,644e87b,88328.0,16032.0,19471.0,12870.0,2.0227509980542333,11.0,-92.57512386611052
22.0,2,bipartite,922002,24,0.014005,intermediate,644e87b,88089.0,15149.0,16734.0,14577.0,2.026354023783284,10.0,-92.10629189135693
22.0,2,bipartite,922002,25,0.014005,intermediate,644e87b,88198.0,15086.0,17694.0,14898.0,2.024709764998123,13.0,-91.07019575042418
22.0,2,bipartite,922002,26,0.014005,intermediate,644e87b,88867.0,14473.0,17881.0,13935.0,2.0146558989538033,12.0,-90.4397755624902
22.0,2,bipartite,922002,27,0.014005,intermediate,644e87b,88836.0,13895.0,16175.0,13470.0,2.0151203390988073,15.0,-89.89816529399641
22.0,2,bipartite,922002,28,0.014005,intermediate,644e87b,88667.0,12616.0,15674.0,13655.0,2.017654728768804,12.0,-88.72689774294962
22.0,2,bipartite,922002,29,0.014005,intermediate,644e87b,88481.0,12754.0,15480.0,13655.0,2.020448841615414,12.0,-89.32017604820867
22.0,2,bipartite,922002,30,0.014005,intermediate,644e87b,88817.0,11850.0,15850.0,13303.0,2.015405064511431,12.0,-87.30224801564117
22.0,2,bipartite,922002,31,0.014005,intermediate,644e87b,88822.0,11593.0,14295.0,13512.0,2.0153301317184713,12.0,-88.02979249107429
22.0,2,bipartite,922002,32,0.014005,intermediate,644e87b,88700.0,12053.0,14767.0,13941.0,2.017159523299724,13.0,-89.82147024934346
22.0,2,bipartite,922002,33,0.014005,intermediate,644e87b,88630.0,14426.0,16243.0,13132.0,2.0182101467966227,13.0,-89.72031547078305
22.0,2,bipartite,922002,34,0.014005,intermediate,644e87b,89020.0,15531.0,17590.0,14534.0,2.012365690268859,12.0,-91.23493610838335
