beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
12.0,0,random,700000,0,0.8821433333333333,continuum,4507002,84196.0,3046.0,2514.0,2049.0,2.086259135382928,42.0,1.3979780561272186
12.0,0,random,700000,1,0.8821433333333333,continuum,4507002,84525.0,2869.0,2414.0,2039.0,2.0811051015991335,48.0,1.7828341599502693
12.0,0,random,700000,2,0.8821433333333333,continuum,4507002,86771.0,3157.0,2398.0,2181.0,2.0463754377295134,42.0,0.9415732673742916
12.0,0,random,700000,3,0.8821433333333333,continuum,4507002,86981.0,2979.0,2348.0,2042.0,2.043167959489863,44.0,1.8731749201831995
12.0,0,random,700000,4,0.8821433333333333,continuum,4507002,84567.0,3048.0,2429.0,2122.0,2.0804483894186614,42.0,1.01428061282013
12.0,0,random,700000,5,0.8821433333333333,continuum,4507002,85213.0,3068.0,2429.0,2137.0,2.070382878932101,42.0,1.1774427052116359
12.0,0,random,700000,6,0.8821433333333333,continuum,4507002,86378.0,3022.0,2517.0,2167.0,2.0523959883724494,44.0,1.3094827405434515
12.0,0,random,700000,7,0.8821433333333333,continuum,4507002,81600.0,3167.0,2408.0,2047.0,2.1275514823052504,41.0,0.9392619688176005
12.0,0,random,700000,8,0.8821433333333333,continuum,4507002,89391.0,3050.0,2461.0,2209.0,2.006826253472078,45.0,1.6954657266677735
12.0,0,random,700000,9,0.8821433333333333,continuum,4507002,86240.0,3032.0,2338.0,2138.0,2.054515668872771,45.0,1.2596142014776852
12.0,0,random,700000,10,0.8821433333333333,continuum,4507002,87148.0,2952.0,2449.0,2164.0,2.0406219993099945,45.0,1.566183889299431
12.0,0,random,700000,11,0.8821433333333333,continuum,4507002,83045.0,3065.0,2454.0,2079.0,2.1044287457812665,40.0,1.0285443964226992
12.0,0,random,700000,12,0.8821433333333333,continuum,4507002,86202.0,2993.0,2425.0,2171.0,2.0550998618967498,44.0,1.103213252385249
12.0,0,random,700000,13,0.8821433333333333,continuum,4507002,88855.0,3130.0,2532.0,2160.0,2.0148356657887287,43.0,0.9145871310552849
12.0,0,random,700000,14,0.8821433333333333,continuum,4507002,88538.0,2995.0,2409.0,2123.0,2.0195920471809146,43.0,1.3794028395510018
12.0,0,random,700000,15,0.8821433333333333,continuum,4507002,86928.0,3067.0,2417.0,2146.0,2.0439768371898346,41.0,1.4555483842567156
12.0,0,random,700000,16,0.8821433333333333,continuum,4507002,84792.0,2978.0,2316.0,2168.0,2.076935082744999,42.0,1.4531097184567727
12.0,0,random,700000,17,0.8821433333333333,continuum,4507002,87717.0,3142.0,2526.0,2081.0,2.031978791174126,40.0,1.3526588416000926
12.0,0,random,700000,18,0.8821433333333333,continuum,4507002,87724.0,3132.0,2414.0,2064.0,2.0318727600369675,43.0,1.4579550090634896
12.0,0,random,700000,19,0.8821433333333333,continuum,4507002,86865.0,3060.0,2427.0,2102.0,2.04493888508388,45.0,1.4348758518786582
12.0,0,random,700000,20,0.8821433333333333,continuum,4507002,84257.0,3164.0,2376.0,2201.0,2.085302209928315,44.0,0.8215643753382054
12.0,0,random,700000,21,0.8821433333333333,continuum,4507002,83854.0,2976.0,2482.0,2128.0,2.091635334585513,41.0,1.3087962184150328
12.0,0,random,700000,22,0.8821433333333333,continuum,4507002,83972.0,3136.0,2434.0,2073.0,2.0897782469320143,40.0,0.9530656762617795
12.0,0,random,700000,23,0.8821433333333333,continuum,4507002,85845.0,3059.0,2452.0,2142.0,2.0605990620324848,40.0,1.046488834081977
12.0,0,random,700000,24,0.8821433333333333,continuum,4507002,86770.0,3108.0,2513.0,2126.0,2.046390727398089,41.0,1.1714561491301225
12.0,0,random,700000,25,0.8821433333333333,continuum,4507002,88190.0,3032.0,2445.0,2149.0,2.0248303852978804,48.0,1.6635824490573476
12.0,0,random,700000,26,0.8821433333333333,continuum,4507002,91865.0,3107.0,2426.0,2132.0,1.9703800767921393,44.0,1.6005534053123895
12.0,0,random,700000,27,0.8821433333333333,continuum,4507002,86603.0,3027.0,2458.0,2207.0,2.0489462309568864,39.0,1.3714307724937846
12.0,0,random,700000,28,0.8821433333333333,continuum,4507002,84566.0,3103.0,2393.0,2126.0,2.080464022144926,39.0,1.1901051252318453
12.0,0,random,700000,29,0.8821433333333333,continuum,4507002,85466.0,3057.0,2481.0,2128.0,2.0664587656880107,41.0,1.3419171078435355
12.0,0,random,700000,30,0.8821433333333333,continuum,4507002,83902.0,3004.0,2413.0,2141.0,2.090879636189232,41.0,1.3029272641512541
12.0,0,random,700000,31,0.8821433333333333,continuum,4507002,88373.0,2956.0,2480.0,2150.0,2.0220735388420286,47.0,1.7051179256022273
12.0,0,random,700000,32,0.8821433333333333,continuum,4507002,87466.0,3007.0,2530.0,2099.0,2.0357855721089155,42.0,1.179677866501784
12.0,0,random,700000,33,0.8821433333333333,continuum,4507002,86300.0,3105.0,2478.0,2157.0,2.053593710039139,42.0,1.3001464773846614
12.0,0,random,700000,34,0.8821433333333333,continuum,4507002,87952.0,3145.0,2483.0,2205.0,2.0284231366985974,40.0,1.5134864584929772
12.0,0,random,700000,35,0.8821433333333333,continuum,4507002,86228.0,3082.0,2480.0,2060.0,2.054700126925085,44.0,1.5992515178845252
12.0,0,random,700000,36,0.8821433333333333,continuum,4507002,86551.0,3079.0,2407.0,2185.0,2.0497428222620693,41.0,1.3749672506752937
12.0,0,random,700000,37,0.8821433333333333,continuum,4507002,86706.0,3027.0,2471.0,2179.0,2.047369581591079,40.0,1.5178021240959119
12.0,0,random,700000,38,0.8821433333333333,continuum,4507002,86150.0,3113.0,2446.0,2216.0,2.0558996434830776,38.0,0.8951523779778547
12.0,0,random,700000,39,0.8821433333333333,continuum,4507002,87675.0,2982.0,2420.0,2136.0,2.03261513052027,41.0,1.337518872303665
12.0,0,random,700000,40,0.8821433333333333,continuum,4507002,88225.0,3219.0,2444.0,2213.0,2.0243027407016143,40.0,1.046564383970022
12.0,0,random,700000,41,0.8821433333333333,continuum,4507002,85478.0,3036.0,2443.0,2111.0,2.066272890885293,42.0,1.3086658087704102
12.0,0,random,700000,42,0.8821433333333333,continuum,4507002,83169.0,2938.0,2283.0,2072.0,2.1024608333490873,44.0,1.7751020130821296
12.0,0,random,700000,43,0.8821433333333333,continuum,4507002,85869.0,3035.0,2354.0,2109.0,2.0602287505587604,46.0,1.2930731146316425
12.0,0,random,700000,44,0.8821433333333333,continuum,4507002,84346.0,3054.0,2407.0,2162.0,2.083907114868989,39.0,1.2424468568483
12.0,0,random,700000,45,0.8821433333333333,continuum,4507002,88221.0,2933.0,2432.0,2086.0,2.0243630338606273,43.0,1.8744075803253502
12.0,0,random,700000,46,0.8821433333333333,continuum,4507002,85084.0,3035.0,2404.0,2190.0,2.0723875845132955,43.0,1.3450785510466616
12.0,0,random,700000,47,0.8821433333333333,continuum,4507002,88712.0,2948.0,2380.0,2135.0,2.016979487683251,43.0,1.830373603100135
