beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,G
18.0,2,bipartite,918002,0,0.026427666666666665,intermediate,644e87b,structural_block: only 0 chains,0.0
18.0,2,bipartite,918002,23,0.026427666666666665,intermediate,644e87b,structural_block: only 0 chains,0.0
18.0,2,bipartite,918002,46,0.026427666666666665,intermediate,644e87b,structural_block: only 0 chains,0.0
