beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,gate_pass
12.0,1,random,700001,0,0.88246,continuum,4507002,ok,44.0,27.0,0.02125,0.20750000000000002,0.12953708574434508,1.0
12.0,1,random,700001,24,0.88246,continuum,4507002,ok,44.0,29.0,0.02875,0.17250000000000001,0.11410104207888142,1.0
12.0,1,random,700001,47,0.88246,continuum,4507002,ok,44.0,25.0,0.0325,0.20625,0.11425190638969235,1.0
