beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
16.0,0,random,700100,0,0.8444723333333334,continuum,4507002,85509.0,3111.0,2407.0,2209.0,2.0657928184996095,38.0,0.41142674886288333
16.0,0,random,700100,1,0.8444723333333334,continuum,4507002,84508.0,3180.0,2431.0,2185.0,2.081370993901965,41.0,0.8819938887775045
16.0,0,random,700100,2,0.8444723333333334,continuum,4507002,84195.0,3045.0,2418.0,2152.0,2.0862748276835124,43.0,1.1261978528545669
16.0,0,random,700100,3,0.8444723333333334,continuum,4507002,77908.0,3144.0,2456.0,2209.0,2.188294255488632,40.0,0.4983287500717317
16.0,0,random,700100,4,0.8444723333333334,continuum,4507002,88054.0,3119.0,2423.0,2246.0,2.0268823667255944,42.0,1.2777811197126567
16.0,0,random,700100,5,0.8444723333333334,continuum,4507002,80763.0,3127.0,2545.0,2215.0,2.1411085694567547,43.0,0.5087659148450001
16.0,0,random,700100,6,0.8444723333333334,continuum,4507002,84627.0,2951.0,2415.0,2043.0,2.079510718224234,43.0,1.331265547602083
16.0,0,random,700100,7,0.8444723333333334,continuum,4507002,81358.0,2960.0,2496.0,2167.0,2.1314587127658235,40.0,0.8091162642593659
16.0,0,random,700100,8,0.8444723333333334,continuum,4507002,83257.0,3216.0,2452.0,2091.0,2.1010657940534365,40.0,0.5411983382716734
16.0,0,random,700100,9,0.8444723333333334,continuum,4507002,83350.0,3147.0,2420.0,2120.0,2.0995928805299,39.0,1.0164746486484013
16.0,0,random,700100,10,0.8444723333333334,continuum,4507002,88129.0,3081.0,2560.0,2245.0,2.025750423598402,45.0,0.7568872776408604
16.0,0,random,700100,11,0.8444723333333334,continuum,4507002,87740.0,2974.0,2450.0,2103.0,2.0316304304113784,43.0,1.1802074467810044
16.0,0,random,700100,12,0.8444723333333334,continuum,4507002,82482.0,3094.0,2431.0,2239.0,2.113395914080236,40.0,0.8392546570049042
16.0,0,random,700100,13,0.8444723333333334,continuum,4507002,84773.0,3007.0,2481.0,2136.0,2.0772314502477247,43.0,1.1661242135244656
16.0,0,random,700100,14,0.8444723333333334,continuum,4507002,83769.0,3032.0,2440.0,2155.0,2.092974470254858,47.0,1.159087911463864
16.0,0,random,700100,15,0.8444723333333334,continuum,4507002,81934.0,3104.0,2540.0,2178.0,2.1221753967528443,42.0,0.47498630339664416
16.0,0,random,700100,16,0.8444723333333334,continuum,4507002,82959.0,3022.0,2437.0,2132.0,2.105795086365398,45.0,1.2893602017622534
16.0,0,random,700100,17,0.8444723333333334,continuum,4507002,86322.0,3065.0,2514.0,2022.0,2.053255796764539,40.0,0.9061235083932964
16.0,0,random,700100,18,0.8444723333333334,continuum,4507002,82657.0,2999.0,2463.0,2089.0,2.1106029272503255,39.0,1.0737835404992602
16.0,0,random,700100,19,0.8444723333333334,continuum,4507002,81477.0,2964.0,2471.0,2173.0,2.129536125588377,45.0,0.8252972266128147
16.0,0,random,700100,20,0.8444723333333334,continuum,4507002,82378.0,3124.0,2431.0,2181.0,2.115058186455949,41.0,0.7695728284512207
16.0,0,random,700100,21,0.8444723333333334,continuum,4507002,80461.0,3097.0,2403.0,2091.0,2.146030225789902,37.0,0.5567331781876916
16.0,0,random,700100,22,0.8444723333333334,continuum,4507002,91606.0,3091.0,2510.0,2132.0,1.9741561634577733,44.0,1.3847114070479734
16.0,0,random,700100,23,0.8444723333333334,continuum,4507002,89292.0,3134.0,2427.0,2190.0,2.008302506803421,45.0,1.2553996130606215
16.0,0,random,700100,24,0.8444723333333334,continuum,4507002,84240.0,3030.0,2378.0,2091.0,2.0855688337945164,43.0,1.2978460278032564
16.0,0,random,700100,25,0.8444723333333334,continuum,4507002,85703.0,3121.0,2406.0,2153.0,2.062791899732362,41.0,1.3413123842226575
16.0,0,random,700100,26,0.8444723333333334,continuum,4507002,85751.0,3117.0,2459.0,2150.0,2.0620503085553272,41.0,1.042860877211794
16.0,0,random,700100,27,0.8444723333333334,continuum,4507002,87466.0,3177.0,2492.0,2158.0,2.0357855721089155,41.0,1.303608649259477
16.0,0,random,700100,28,0.8444723333333334,continuum,4507002,84882.0,3105.0,2494.0,2123.0,2.07553201599055,39.0,1.0497302852614965
16.0,0,random,700100,29,0.8444723333333334,continuum,4507002,85144.0,3158.0,2489.0,2174.0,2.071454837070033,40.0,0.9521280003027179
16.0,0,random,700100,30,0.8444723333333334,continuum,4507002,87050.0,3197.0,2429.0,2095.0,2.04211552692718,44.0,1.181815540333865
16.0,0,random,700100,31,0.8444723333333334,continuum,4507002,80924.0,3043.0,2463.0,2120.0,2.138491330795297,38.0,1.0745564315539298
16.0,0,random,700100,32,0.8444723333333334,continuum,4507002,78445.0,3132.0,2406.0,2146.0,2.1793046925511597,41.0,0.7496327379657792
16.0,0,random,700100,33,0.8444723333333334,continuum,4507002,88231.0,3066.0,2548.0,2158.0,2.0242123053555012,41.0,0.9046178643058411
16.0,0,random,700100,34,0.8444723333333334,continuum,4507002,83151.0,3046.0,2448.0,2174.0,2.1027463400381308,42.0,0.6073343788369066
16.0,0,random,700100,35,0.8444723333333334,continuum,4507002,84284.0,3045.0,2465.0,2090.0,2.08487884415881,39.0,1.0450587779494107
16.0,0,random,700100,36,0.8444723333333334,continuum,4507002,86270.0,3052.0,2442.0,2218.0,2.0540546204316854,42.0,0.6095216651718474
16.0,0,random,700100,37,0.8444723333333334,continuum,4507002,85690.0,3010.0,2458.0,2248.0,2.0629928089798533,42.0,1.1481961085340728
16.0,0,random,700100,38,0.8444723333333334,continuum,4507002,87730.0,2958.0,2397.0,2126.0,2.0317818819833695,44.0,1.4570875985308014
