beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
12.0,1,random,700001,14,0.88246,continuum,4507002,86015.0,2975.0,2426.0,2202.0,2.0579779425412186,43.0,1.2357797115807223
12.0,1,random,700001,15,0.88246,continuum,4507002,82989.0,3101.0,2439.0,2053.0,2.105318316364121,38.0,0.974032423139878
12.0,1,random,700001,16,0.88246,continuum,4507002,85750.0,2949.0,2344.0,2180.0,2.0620657547201384,45.0,1.4433674273238246
12.0,1,random,700001,17,0.88246,continuum,4507002,87747.0,3084.0,2439.0,2126.0,2.031524423123324,40.0,1.2441216222118676
12.0,1,random,700001,18,0.88246,continuum,4507002,82395.0,3011.0,2410.0,2050.0,2.1147863442029067,40.0,1.20309793494215
12.0,1,random,700001,19,0.88246,continuum,4507002,85919.0,3019.0,2376.0,2171.0,2.0594575547804537,41.0,1.4703424630460447
12.0,1,random,700001,20,0.88246,continuum,4507002,84611.0,3039.0,2499.0,2148.0,2.0797607076572007,41.0,0.8880618409533696
12.0,1,random,700001,21,0.88246,continuum,4507002,84234.0,3051.0,2574.0,2171.0,2.085662947452678,39.0,1.0966767386669183
12.0,1,random,700001,22,0.88246,continuum,4507002,83936.0,3035.0,2509.0,2117.0,2.09034457634245,43.0,0.9788735631682854
12.0,1,random,700001,23,0.88246,continuum,4507002,90499.0,2938.0,2467.0,2160.0,1.9903986706718628,44.0,1.3395190351453437
12.0,1,random,700001,24,0.88246,continuum,4507002,85252.0,2984.0,2460.0,2123.0,2.0697773210151666,43.0,1.41338931070743
12.0,1,random,700001,25,0.88246,continuum,4507002,87942.0,3007.0,2550.0,2116.0,2.0285742750413647,43.0,1.5442486416860604
12.0,1,random,700001,26,0.88246,continuum,4507002,85951.0,3071.0,2405.0,2150.0,2.058964192462703,42.0,0.9928149291997101
12.0,1,random,700001,27,0.88246,continuum,4507002,81113.0,3035.0,2404.0,2125.0,2.135424707960528,41.0,1.0516879207485168
12.0,1,random,700001,28,0.88246,continuum,4507002,85666.0,3096.0,2476.0,2084.0,2.0633637874281474,41.0,1.1779657246258282
12.0,1,random,700001,29,0.88246,continuum,4507002,84278.0,3041.0,2406.0,2170.0,2.0849729152977794,46.0,1.2014909062907897
12.0,1,random,700001,30,0.88246,continuum,4507002,82022.0,3050.0,2335.0,2119.0,2.120762117729668,39.0,1.276964615251341
12.0,1,random,700001,31,0.88246,continuum,4507002,84908.0,3055.0,2379.0,2130.0,2.075126924924726,43.0,0.9910893500758036
12.0,1,random,700001,32,0.88246,continuum,4507002,84431.0,2954.0,2346.0,2160.0,2.0825759092349765,40.0,1.0952193142525957
12.0,1,random,700001,33,0.88246,continuum,4507002,83613.0,3107.0,2434.0,2156.0,2.0954352440990824,42.0,1.0758594800077041
12.0,1,random,700001,34,0.88246,continuum,4507002,84756.0,3038.0,2499.0,2186.0,2.0774966698385846,41.0,1.2098807787566237
12.0,1,random,700001,35,0.88246,continuum,4507002,86629.0,3025.0,2546.0,2065.0,2.048548089633882,41.0,1.1889137156902123
12.0,1,random,700001,36,0.88246,continuum,4507002,83681.0,3041.0,2434.0,2153.0,2.0943621103892305,43.0,1.3089163418949994
12.0,1,random,700001,37,0.88246,continuum,4507002,84727.0,3045.0,2494.0,2086.0,2.077949209396495,40.0,1.0619325757678126
12.0,1,random,700001,38,0.88246,continuum,4507002,86819.0,3079.0,2361.0,2065.0,2.0456417118020767,45.0,1.3995871419537238
12.0,1,random,700001,39,0.88246,continuum,4507002,84654.0,3201.0,2428.0,2143.0,2.079088953703689,39.0,0.7165807313237949
12.0,1,random,700001,40,0.88246,continuum,4507002,87432.0,3143.0,2404.0,2212.0,2.036301952676146,40.0,1.134510294489779
12.0,1,random,700001,41,0.88246,continuum,4507002,89277.0,2925.0,2462.0,2200.0,2.0085263035628413,47.0,1.5996862834224714
12.0,1,random,700001,42,0.88246,continuum,4507002,82860.0,3095.0,2564.0,2180.0,2.1073694899393587,39.0,0.7571735031458751
12.0,1,random,700001,43,0.88246,continuum,4507002,81570.0,3016.0,2494.0,2157.0,2.1280353013071256,40.0,0.751760724561958
12.0,1,random,700001,44,0.88246,continuum,4507002,87573.0,3050.0,2494.0,2151.0,2.0341616159364477,45.0,1.4999366472959892
12.0,1,random,700001,45,0.88246,continuum,4507002,87338.0,2981.0,2385.0,2121.0,2.0377304910139724,44.0,1.4756615206583525
12.0,1,random,700001,46,0.88246,continuum,4507002,88882.0,2979.0,2440.0,2182.0,2.014431219614739,46.0,1.7342977166611604
12.0,1,random,700001,47,0.88246,continuum,4507002,82490.0,3134.0,2371.0,2197.0,2.1132681224314194,38.0,1.2458661074502864
