beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
28.0,1,random,928001,24,0.049724,intermediate,644e87b,114455.0,11291.0,14355.0,11975.0,1.6707462761651408,21.0,-69.2071075362385
28.0,1,random,928001,25,0.049724,intermediate,644e87b,114801.0,12975.0,14230.0,11478.0,1.6665455105622602,19.0,-71.03793928658203
28.0,1,random,928001,26,0.049724,intermediate,644e87b,115545.0,12011.0,13917.0,12135.0,1.6575463080362116,21.0,-71.00925492015094
28.0,1,random,928001,27,0.049724,intermediate,644e87b,114918.0,13190.0,14131.0,11351.0,1.665127277921167,21.0,-70.40656666730996
28.0,1,random,928001,28,0.049724,intermediate,644e87b,116470.0,10451.0,12779.0,12119.0,1.6464210243789021,22.0,-69.69000989522641
28.0,1,random,928001,29,0.049724,intermediate,644e87b,114323.0,12437.0,13071.0,11886.0,1.672351519996786,20.0,-69.59925151774516
28.0,1,random,928001,30,0.049724,intermediate,644e87b,114741.0,12499.0,13679.0,11284.0,1.6672732510936994,19.0,-70.24450336708128
28.0,1,random,928001,31,0.049724,intermediate,644e87b,114643.0,11839.0,13288.0,12902.0,1.668462539177039,19.0,-70.86082974553896
28.0,1,random,928001,32,0.049724,intermediate,644e87b,116674.0,11867.0,12689.0,12311.0,1.6439767689286273,19.0,-70.43904166070644
28.0,1,random,928001,33,0.049724,intermediate,644e87b,115050.0,11966.0,13776.0,11372.0,1.6635285849855412,20.0,-69.881440427887
28.0,1,random,928001,34,0.049724,intermediate,644e87b,117330.0,14731.0,14001.0,11950.0,1.6361393789336,18.0,-73.51597535517809
28.0,1,random,928001,35,0.049724,intermediate,644e87b,114956.0,12615.0,14130.0,12368.0,1.6646669000068877,19.0,-71.21495148652107
28.0,1,random,928001,36,0.049724,intermediate,644e87b,115488.0,11701.0,13293.0,11643.0,1.6582341487315913,19.0,-70.7046684567639
28.0,1,random,928001,37,0.049724,intermediate,644e87b,114336.0,11557.0,14213.0,11731.0,1.6721933628861576,24.0,-70.05328536839156
28.0,1,random,928001,38,0.049724,intermediate,644e87b,116620.0,10334.0,14097.0,11633.0,1.6446234522032483,20.0,-71.26048419661916
28.0,1,random,928001,39,0.049724,intermediate,644e87b,114893.0,11532.0,14612.0,12703.0,1.6654302235095022,20.0,-71.55931579272884
28.0,1,random,928001,40,0.049724,intermediate,644e87b,114681.0,10019.0,14200.0,12781.0,1.6680012915734386,21.0,-70.10872739305643
28.0,1,random,928001,41,0.049724,intermediate,644e87b,114735.0,11597.0,13201.0,10861.0,1.667346041638194,20.0,-69.8143313451417
28.0,1,random,928001,42,0.049724,intermediate,644e87b,115138.0,11117.0,13136.0,11186.0,1.6624635915982418,21.0,-70.06666801029233
28.0,1,random,928001,43,0.049724,intermediate,644e87b,114013.0,14361.0,13743.0,10444.0,1.6761271725847848,19.0,-70.42882259538332
28.0,1,random,928001,44,0.049724,intermediate,644e87b,114290.0,11315.0,14137.0,12371.0,1.6727530595059816,20.0,-69.78727407014355
28.0,1,random,928001,45,0.049724,intermediate,644e87b,115262.0,11322.0,13403.0,11479.0,1.6609640055285269,20.0,-69.73680332941156
28.0,1,random,928001,46,0.049724,intermediate,644e87b,115017.0,14062.0,13851.0,11870.0,1.6639281227917158,21.0,-71.95480848269541
28.0,1,random,928001,47,0.049724,intermediate,644e87b,115761.0,13552.0,14059.0,12539.0,1.6549421696592885,19.0,-73.13560560039475
