beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,gate_pass
16.0,0,random,700100,0,0.8444723333333334,continuum,4507002,ok,44.0,28.0,0.07,0.1775,0.12285302215812247,1.0
16.0,0,random,700100,23,0.8444723333333334,continuum,4507002,ok,44.0,28.0,0.03625,0.22375,0.1435343692388728,1.0
16.0,0,random,700100,46,0.8444723333333334,continuum,4507002,ok,44.0,26.0,0.03375,0.17375,0.11661195009848982,1.0
