beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
18.0,1,random,918001,0,0.8241886666666667,continuum,644e87b,85791.0,3127.0,2360.0,2171.0,2.061432589282429,45.0,0.9703455393773517
18.0,1,random,918001,1,0.8241886666666667,continuum,644e87b,88566.0,3055.0,2460.0,2192.0,2.019171338699673,42.0,1.1465755870741532
18.0,1,random,918001,2,0.8241886666666667,continuum,644e87b,83440.0,3074.0,2430.0,2219.0,2.09816883671615,39.0,0.6993416298943984
18.0,1,random,918001,3,0.8241886666666667,continuum,644e87b,86406.0,3238.0,2428.0,2041.0,2.051966264133032,40.0,0.9157915056494375
18.0,1,random,918001,4,0.8241886666666667,continuum,644e87b,82966.0,3084.0,2531.0,2055.0,2.1056838266480424,40.0,1.123261465558052
18.0,1,random,918001,5,0.8241886666666667,continuum,644e87b,82511.0,2958.0,2466.0,2158.0,2.1129327205836868,42.0,0.4126231922895549
18.0,1,random,918001,6,0.8241886666666667,continuum,644e87b,84567.0,3227.0,2512.0,2206.0,2.0804483894186614,38.0,0.7031880083808453
18.0,1,random,918001,7,0.8241886666666667,continuum,644e87b,87773.0,2973.0,2463.0,2159.0,2.0311307452838356,43.0,1.0818675189515616
18.0,1,random,918001,8,0.8241886666666667,continuum,644e87b,84978.0,3118.0,2476.0,2161.0,2.0740368275824217,40.0,0.8289338849584809
18.0,1,random,918001,9,0.8241886666666667,continuum,644e87b,86796.0,3044.0,2491.0,2186.0,2.045993245261702,44.0,0.9916489603590577
18.0,1,random,918001,10,0.8241886666666667,continuum,644e87b,84335.0,3171.0,2500.0,2118.0,2.084079473345346,40.0,0.9144111773304147
18.0,1,random,918001,11,0.8241886666666667,continuum,644e87b,89162.0,3178.0,2508.0,2151.0,2.0102431473355793,49.0,1.1766850303438687
18.0,1,random,918001,12,0.8241886666666667,continuum,644e87b,83084.0,3189.0,2518.0,2165.0,2.1038095308833498,38.0,0.8851227047784995
18.0,1,random,918001,13,0.8241886666666667,continuum,644e87b,84185.0,3052.0,2477.0,2193.0,2.086431759562095,39.0,0.8562162299176421
18.0,1,random,918001,14,0.8241886666666667,continuum,644e87b,83564.0,3055.0,2303.0,2117.0,2.096209000617236,43.0,1.2182748508712038
18.0,1,random,918001,15,0.8241886666666667,continuum,644e87b,85707.0,3070.0,2439.0,2124.0,2.0627300867896334,39.0,1.1874956785727449
18.0,1,random,918001,16,0.8241886666666667,continuum,644e87b,83523.0,3010.0,2428.0,2162.0,2.0968567317961604,37.0,1.1273044260253862
18.0,1,random,918001,17,0.8241886666666667,continuum,644e87b,82379.0,3194.0,2486.0,2117.0,2.115042194385511,38.0,0.6110614556770599
18.0,1,random,918001,18,0.8241886666666667,continuum,644e87b,85515.0,3092.0,2403.0,2193.0,2.065699918608452,42.0,0.9632721899053109
18.0,1,random,918001,19,0.8241886666666667,continuum,644e87b,85664.0,3006.0,2504.0,2194.0,2.063394706344649,42.0,0.8998772275745601
18.0,1,random,918001,20,0.8241886666666667,continuum,644e87b,84671.0,3069.0,2531.0,2115.0,2.0788234579259512,40.0,0.9923543038358282
18.0,1,random,918001,21,0.8241886666666667,continuum,644e87b,79948.0,3110.0,2422.0,2174.0,2.1544276133456464,37.0,0.5691015072526255
18.0,1,random,918001,22,0.8241886666666667,continuum,644e87b,79421.0,3060.0,2467.0,2121.0,2.1631033518586547,41.0,0.8426002228937968
18.0,1,random,918001,23,0.8241886666666667,continuum,644e87b,83231.0,3076.0,2407.0,2178.0,2.1014778315718114,40.0,0.9633328006220196
18.0,1,random,918001,24,0.8241886666666667,continuum,644e87b,84368.0,2967.0,2484.0,2133.0,2.083562456250429,43.0,0.6803747144486607
18.0,1,random,918001,25,0.8241886666666667,continuum,644e87b,84523.0,3067.0,2445.0,2215.0,2.081136380645969,44.0,1.0475805865334458
18.0,1,random,918001,26,0.8241886666666667,continuum,644e87b,83027.0,3006.0,2405.0,2178.0,2.104714622392006,42.0,0.9038695079460055
18.0,1,random,918001,27,0.8241886666666667,continuum,644e87b,81385.0,3111.0,2471.0,2163.0,2.1310222807608197,38.0,0.3705677509042715
18.0,1,random,918001,28,0.8241886666666667,continuum,644e87b,86475.0,3053.0,2414.0,2090.0,2.0509078122985454,43.0,0.9028661256991093
18.0,1,random,918001,29,0.8241886666666667,continuum,644e87b,79627.0,3132.0,2546.0,2116.0,2.1597061001114746,39.0,0.4370107871864164
18.0,1,random,918001,30,0.8241886666666667,continuum,644e87b,81813.0,3115.0,2498.0,2246.0,2.124120813437006,38.0,0.6420299944489258
18.0,1,random,918001,31,0.8241886666666667,continuum,644e87b,86566.0,3003.0,2409.0,2059.0,2.0495129940522414,41.0,1.052781675418327
18.0,1,random,918001,32,0.8241886666666667,continuum,644e87b,83681.0,2989.0,2413.0,2200.0,2.0943621103892305,42.0,0.8393250460496802
18.0,1,random,918001,33,0.8241886666666667,continuum,644e87b,82934.0,3006.0,2431.0,2198.0,2.1061925090320894,38.0,0.8862869799545656
18.0,1,random,918001,34,0.8241886666666667,continuum,644e87b,84476.0,3104.0,2489.0,2200.0,2.081871622577311,43.0,0.7200806344216666
18.0,1,random,918001,35,0.8241886666666667,continuum,644e87b,80408.0,3056.0,2364.0,2183.0,2.1468956227815195,41.0,0.6622278754641755
18.0,1,random,918001,36,0.8241886666666667,continuum,644e87b,83643.0,3060.0,2474.0,2160.0,2.094961709558614,40.0,1.1529460596001648
18.0,1,random,918001,37,0.8241886666666667,continuum,644e87b,83991.0,3175.0,2437.0,2145.0,2.089479435613658,36.0,0.6866091250015351
18.0,1,random,918001,38,0.8241886666666667,continuum,644e87b,87294.0,3081.0,2463.0,2080.0,2.0383996223038725,40.0,0.9071337813011517
18.0,1,random,918001,39,0.8241886666666667,continuum,644e87b,85115.0,3074.0,2413.0,2160.0,2.0719055941011852,43.0,1.2912664529729803
18.0,1,random,918001,40,0.8241886666666667,continuum,644e87b,81730.0,3123.0,2430.0,2233.0,2.1254567212403552,43.0,0.44522338160189534
18.0,1,random,918001,41,0.8241886666666667,continuum,644e87b,85007.0,3067.0,2406.0,2187.0,2.0735854430756016,42.0,0.6098287417911692
18.0,1,random,918001,42,0.8241886666666667,continuum,644e87b,86530.0,3179.0,2462.0,2121.0,2.0500646393494684,39.0,1.039591893236313
18.0,1,random,918001,43,0.8241886666666667,continuum,644e87b,83765.0,3027.0,2492.0,2132.0,2.0930375174002585,41.0,0.5370201564233028
18.0,1,random,918001,44,0.8241886666666667,continuum,644e87b,86297.0,3095.0,2514.0,2079.0,2.053639794869045,41.0,0.9628463062599515
18.0,1,random,918001,45,0.8241886666666667,continuum,644e87b,88291.0,3299.0,2405.0,2213.0,2.023308241633721,46.0,1.0127559652096743
18.0,1,random,918001,46,0.8241886666666667,continuum,644e87b,82793.0,3067.0,2413.0,2150.0,2.1084359222628635,40.0,0.4430160835907593
18.0,1,random,918001,47,0.8241886666666667,continuum,644e87b,83202.0,3097.0,2486.0,2126.0,2.1019375436229257,40.0,0.717700982368946
