beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,G
18.0,0,random,918000,0,0.824365,continuum,644e87b,ok,44.0,30.0,0.02125,0.3075,0.1088274044795784,1.0
18.0,0,random,918000,24,0.824365,continuum,644e87b,ok,44.0,27.0,0.0325,0.23,0.11487462255481161,1.0
18.0,0,random,918000,47,0.824365,continuum,644e87b,ok,44.0,26.0,0.05875,0.2125,0.14728986645718775,0.9125000000000001
