beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
16.0,1,random,700101,0,0.844449,continuum,4507002,85593.0,3108.0,2459.0,2204.0,2.064492731454216,44.0,1.1177141883306483
16.0,1,random,700101,1,0.844449,continuum,4507002,84461.0,3179.0,2450.0,2142.0,2.0821063487329834,38.0,0.909914112702868
16.0,1,random,700101,2,0.844449,continuum,4507002,81626.0,3125.0,2367.0,2076.0,2.127132297768995,40.0,0.8311125611930308
16.0,1,random,700101,3,0.844449,continuum,4507002,83384.0,3001.0,2498.0,2069.0,2.0990547517846796,43.0,1.0820702471692556
16.0,1,random,700101,4,0.844449,continuum,4507002,83745.0,2987.0,2513.0,2144.0,2.0933527922583375,40.0,0.9828103279702987
16.0,1,random,700101,5,0.844449,continuum,4507002,83263.0,3027.0,2555.0,2196.0,2.1009707243229023,39.0,0.9256833118091201
16.0,1,random,700101,6,0.844449,continuum,4507002,84801.0,2961.0,2416.0,2112.0,2.0767947181706212,43.0,1.2123163083797728
16.0,1,random,700101,7,0.844449,continuum,4507002,84059.0,3095.0,2468.0,2162.0,2.088410484992342,38.0,0.9855655252600286
16.0,1,random,700101,8,0.844449,continuum,4507002,84613.0,3074.0,2410.0,2106.0,2.079729456742939,41.0,0.9807436284977946
16.0,1,random,700101,9,0.844449,continuum,4507002,83101.0,3163.0,2362.0,2155.0,2.103539695628921,38.0,0.7037788700140375
16.0,1,random,700101,10,0.844449,continuum,4507002,85368.0,3233.0,2459.0,2177.0,2.0679775867738677,39.0,0.8089950602215588
16.0,1,random,700101,11,0.844449,continuum,4507002,78483.0,3062.0,2376.0,2057.0,2.1786706067386827,40.0,0.8479957795936848
16.0,1,random,700101,12,0.844449,continuum,4507002,84861.0,3063.0,2459.0,2136.0,2.0758592832062677,44.0,1.225774961137617
16.0,1,random,700101,13,0.844449,continuum,4507002,87683.0,3123.0,2485.0,2093.0,2.0324939028606837,40.0,1.0195720024618709
16.0,1,random,700101,14,0.844449,continuum,4507002,85565.0,3092.0,2455.0,2092.0,2.0649259714583295,41.0,1.3771449914932745
16.0,1,random,700101,15,0.844449,continuum,4507002,84819.0,3090.0,2372.0,2212.0,2.0765140276409078,44.0,0.9881399129808557
16.0,1,random,700101,16,0.844449,continuum,4507002,86204.0,3112.0,2428.0,2175.0,2.05506910936629,40.0,0.9525024239377267
