beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
16.0,1,random,700101,17,0.844449,continuum,4507002,83467.0,3118.0,2501.0,2137.0,2.0977418832781334,39.0,0.9186889397723448
16.0,1,random,700101,18,0.844449,continuum,4507002,80699.0,2950.0,2473.0,2131.0,2.142150226811628,37.0,1.0194478515810736
16.0,1,random,700101,19,0.844449,continuum,4507002,81998.0,3083.0,2488.0,2105.0,2.1211474265921986,43.0,0.7513003456600451
16.0,1,random,700101,20,0.844449,continuum,4507002,86418.0,2905.0,2433.0,2211.0,2.051782133299506,41.0,1.079216552991138
16.0,1,random,700101,21,0.844449,continuum,4507002,81765.0,3150.0,2415.0,2098.0,2.1248932427074614,38.0,0.7779616001825644
16.0,1,random,700101,22,0.844449,continuum,4507002,86970.0,3028.0,2453.0,2065.0,2.043335804914956,43.0,1.4855743567943627
16.0,1,random,700101,23,0.844449,continuum,4507002,85855.0,3143.0,2387.0,2141.0,2.060444754740548,38.0,1.18143910558479
16.0,1,random,700101,24,0.844449,continuum,4507002,85139.0,3058.0,2440.0,2197.0,2.0715325443399415,41.0,0.8765720882361911
16.0,1,random,700101,25,0.844449,continuum,4507002,83728.0,3061.0,2451.0,2081.0,2.093620827182993,38.0,1.0019984936751811
16.0,1,random,700101,26,0.844449,continuum,4507002,86092.0,3128.0,2420.0,2172.0,2.0567921983024853,43.0,1.1514979247750716
16.0,1,random,700101,27,0.844449,continuum,4507002,84627.0,3070.0,2476.0,2165.0,2.079510718224234,42.0,0.9989388329007767
16.0,1,random,700101,28,0.844449,continuum,4507002,82146.0,3003.0,2345.0,2145.0,2.1187729161397897,43.0,1.1562844486821895
16.0,1,random,700101,29,0.844449,continuum,4507002,82926.0,3039.0,2502.0,2075.0,2.106319706248689,41.0,0.5425652265002086
16.0,1,random,700101,30,0.844449,continuum,4507002,80882.0,3057.0,2364.0,2128.0,2.1391736505535643,40.0,1.045942282091481
16.0,1,random,700101,31,0.844449,continuum,4507002,87001.0,3193.0,2442.0,2140.0,2.0428628327339826,41.0,0.6515603818041065
16.0,1,random,700101,32,0.844449,continuum,4507002,84678.0,3139.0,2437.0,2128.0,2.0787141495293824,42.0,0.9777305835881478
16.0,1,random,700101,33,0.844449,continuum,4507002,79731.0,3055.0,2359.0,2172.0,2.1579939019428966,40.0,0.9060023033931444
16.0,1,random,700101,34,0.844449,continuum,4507002,87184.0,3005.0,2333.0,2222.0,2.0400737189721863,43.0,1.3247293607539419
16.0,1,random,700101,35,0.844449,continuum,4507002,84236.0,3097.0,2394.0,2168.0,2.0856315755887094,42.0,1.1795300142796705
16.0,1,random,700101,36,0.844449,continuum,4507002,86038.0,3104.0,2453.0,2180.0,2.057623663434584,44.0,0.9106078106104505
16.0,1,random,700101,37,0.844449,continuum,4507002,81705.0,3026.0,2410.0,2100.0,2.12585933452052,47.0,1.2260864780323324
16.0,1,random,700101,38,0.844449,continuum,4507002,83503.0,3208.0,2397.0,2169.0,2.0971727982481534,38.0,0.9183172353269349
16.0,1,random,700101,39,0.844449,continuum,4507002,83807.0,3128.0,2520.0,2112.0,2.0923756524181556,41.0,0.96536049829745
16.0,1,random,700101,40,0.844449,continuum,4507002,83316.0,3128.0,2498.0,2084.0,2.100131199672746,43.0,1.0115370900016885
16.0,1,random,700101,41,0.844449,continuum,4507002,82219.0,2994.0,2426.0,2122.0,2.117603074783175,39.0,0.9727753459317263
16.0,1,random,700101,42,0.844449,continuum,4507002,84792.0,3100.0,2399.0,2059.0,2.076935082744999,44.0,1.3239476120760152
16.0,1,random,700101,43,0.844449,continuum,4507002,85118.0,3133.0,2491.0,2167.0,2.071858957913694,41.0,0.9222662534220163
16.0,1,random,700101,44,0.844449,continuum,4507002,84392.0,3092.0,2427.0,2148.0,2.0831865536954046,41.0,1.071908182938781
16.0,1,random,700101,45,0.844449,continuum,4507002,81460.0,3020.0,2495.0,2115.0,2.1298106310866567,44.0,0.7222928046109445
16.0,1,random,700101,46,0.844449,continuum,4507002,84375.0,3047.0,2440.0,2217.0,2.0834528084502644,40.0,1.0345292085443312
16.0,1,random,700101,47,0.844449,continuum,4507002,83795.0,3015.0,2463.0,2017.0,2.0925647273716494,42.0,1.1636503922310837
