source,condition,reference_group,seed,beta,sample,label,status,heldout,null_gap,truth,instrument_margin,acceptance,code_version,R,n0,n1,n2,mm_dim,height,S
P5,beta=8,orders_n600,101.0,8.0,0.0,1.0,ok,0.03375,0.2475,0.13234327769746354,0.6625,0.9201093333333333,79ca113,89719.0,3052.0,2463.0,2135.0,2.001945191401493,45.0,1.4343618757612688
P5,beta=8,orders_n600,101.0,8.0,1.0,1.0,ok,0.04625,0.23624999999999996,0.1740327868852459,0.5375,0.9201093333333333,79ca113,90390.0,3036.0,2517.0,2110.0,1.9920071101704622,44.0,1.58736303470603
P5,beta=8,orders_n600,101.0,8.0,2.0,1.0,ok,0.05125,0.27125,0.1430817610062893,0.48750000000000004,0.9201093333333333,79ca113,89835.0,3065.0,2403.0,2111.0,2.0002226090702013,47.0,1.7242735121571862
