source,condition,reference_group,seed,R,n0,n1,n2,mm_dim,height,code_version,epsilon,label,status,heldout,truth,instrument_margin,achieved_density
P1,epsilon=0.9,p1_scene,316.0,622551.0,3582.0,5622.0,7236.0,1.818945996103826,100.0,ba90aa8,0.9,0.0,ok,0.223,0.5305757288706452,-3.4599999999999995,0.5726660595523912
P1,epsilon=1,p1_scene,316.0,634819.0,3821.0,6156.0,7771.0,1.7923101264663268,99.0,ba90aa8,1.0,0.0,ok,0.261,0.5095253131249342,-4.22,0.5839510261151125
P1,epsilon=0,p1_scene,317.0,625688.0,7350.0,6196.0,5958.0,1.8120943653288917,115.0,ba90aa8,0.0,1.0,ok,0.031,0.10327455919395466,0.31150293870696893,0.5755516921010754
P1,epsilon=0.15,p1_scene,317.0,639878.0,6108.0,6964.0,7052.0,1.7814486962249045,115.0,ba90aa8,0.15,1.0,ok,0.024,0.116183879093199,0.22544080604534,0.5886046490235579
P1,epsilon=0.3,p1_scene,317.0,641961.0,4979.0,6929.0,7571.0,1.7769969306495899,114.0,ba90aa8,0.3,,ok,0.032,0.14357682619647355,0.042821158690176296,0.5905207384717278
P1,epsilon=0.45,p1_scene,317.0,636502.0,4101.0,6274.0,7716.0,1.788688991524129,112.0,ba90aa8,0.45,,ok,0.073,0.2043157894736842,-0.45999999999999985,0.5854991675175465
P1,epsilon=0.6,p1_scene,317.0,635428.0,3589.0,5856.0,7690.0,1.7909989007684377,110.0,ba90aa8,0.6,,ok,0.131,0.3592490453966907,-1.6199999999999999,0.5845112270147456
P1,epsilon=0.75,p1_scene,317.0,626240.0,3448.0,5713.0,7638.0,1.8108916434945614,104.0,ba90aa8,0.75,,ok,0.208,0.4426351638995317,-3.1599999999999993,0.576059460404191
P1,epsilon=0.9,p1_scene,317.0,629034.0,3652.0,5812.0,7430.0,1.804817262472742,101.0,ba90aa8,0.9,0.0,ok,0.291,0.5112431056427662,-4.819999999999999,0.5786295775036565
P1,epsilon=1,p1_scene,317.0,623631.0,3693.0,5757.0,7326.0,1.8165839347671264,98.0,ba90aa8,1.0,0.0,ok,0.243,0.4696648281714043,-3.86,0.5736595192758782
P1,epsilon=0,p1_scene,318.0,636770.0,7285.0,6419.0,5984.0,1.7881130856568737,115.0,ba90aa8,0.0,1.0,ok,0.022,0.09755840875605136,0.3496106082929909,0.5857456927081897
P1,epsilon=0.15,p1_scene,318.0,653087.0,6115.0,7147.0,7016.0,1.7534153620105535,113.0,ba90aa8,0.15,1.0,ok,0.027,0.10860871395495685,0.27594190696695436,0.600755213363873
P1,epsilon=0.3,p1_scene,318.0,652697.0,5061.0,7129.0,7654.0,1.7542364406093967,110.0,ba90aa8,0.3,,ok,0.012,0.11850136813302463,0.2099908791131691,0.6003964640192805
P1,epsilon=0.45,p1_scene,318.0,625005.0,4167.0,6442.0,7642.0,1.8135837220840232,108.0,ba90aa8,0.45,,ok,0.024,0.1948010945064197,-0.29867396337613134,0.5749234208129812
P1,epsilon=0.6,p1_scene,318.0,627530.0,3524.0,5724.0,7473.0,1.8080843234153194,102.0,ba90aa8,0.6,,ok,0.04,0.22788203753351208,-0.5192135835567473,0.5772460928516894
P1,epsilon=0.75,p1_scene,318.0,647285.0,3551.0,5858.0,7813.0,1.7656716855613377,102.0,ba90aa8,0.75,,ok,0.289,0.4509094777151367,-4.779999999999999,0.5954181269604731
P1,epsilon=0.9,p1_scene,318.0,650985.0,3694.0,5964.0,7803.0,1.7578454673460757,100.0,ba90aa8,0.9,0.0,ok,0.219,0.4931637519872814,-3.3799999999999994,0.5988216463835306
P1,epsilon=1,p1_scene,318.0,640618.0,3727.0,5844.0,7452.0,1.7798658264650276,99.0,ba90aa8,1.0,0.0,ok,0.181,0.5098835345656587,-2.62,0.5892853529081694
P1,epsilon=0,p1_scene,319.0,624715.0,7175.0,6319.0,6022.0,1.8142165032998454,115.0,ba90aa8,0.0,1.0,ok,0.032,0.09670976558393778,0.3552682294404148,0.5746566584798226
P1,epsilon=0.15,p1_scene,319.0,640142.0,6007.0,6841.0,6836.0,1.7808838257435333,113.0,ba90aa8,0.15,1.0,ok,0.028,0.1251970987070325,0.16535267528645,0.5888474947337436
P1,epsilon=0.3,p1_scene,319.0,623163.0,4993.0,7017.0,7547.0,1.8176070814640575,110.0,ba90aa8,0.3,,ok,0.015,0.1450293624161074,0.03313758389261734,0.5732290200623672
P1,epsilon=0.45,p1_scene,319.0,617362.0,4031.0,6267.0,7543.0,1.8303420725290258,107.0,ba90aa8,0.45,,ok,0.026,0.2680042238648363,-0.7866948257655754,0.5678928535290817
P1,epsilon=0.6,p1_scene,319.0,611161.0,3451.0,5471.0,7116.0,1.844064777336385,107.0,ba90aa8,0.6,,ok,0.094,0.2894428464898264,-0.9296189765988426,0.5621887389500603
P1,epsilon=0.75,p1_scene,319.0,641207.0,3511.0,5756.0,7592.0,1.778607011599433,102.0,ba90aa8,0.75,,ok,0.153,0.36430474160895043,-2.0599999999999996,0.5898271564055155
P1,epsilon=0.9,p1_scene,319.0,640372.0,3697.0,5949.0,7481.0,1.7803918583865928,102.0,ba90aa8,0.9,0.0,ok,0.319,0.4880611270296084,-5.38,0.5890590648600418
P1,epsilon=1,p1_scene,319.0,644188.0,3689.0,5833.0,7260.0,1.7722503918205028,99.0,ba90aa8,1.0,0.0,ok,0.216,0.49524011000634655,-3.3199999999999994,0.5925692892163626
