status,n_targets,min_chain_len,heldout,null_gap,truth,R,n0,n1,n2,mm_dim,height,family,layer_count,moves,window,seed,gate_pass,stage,code_version
ok,44.0,27.0,0.12,0.04125000000000001,0.3785258116019159,170461.0,4866.0,3597.0,2015.0,1.0847374734361765,68.0,layered,25.0,100.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,44.0,0.05,0.1825,0.18280137166974414,164115.0,2466.0,1881.0,1679.0,1.1442382053530862,89.0,layered,25.0,500.0,60.0,117.0,1.0,P6-B,d0d2220
ok,44.0,40.0,0.1575,-0.0037500000000000033,0.41246372806411497,174709.0,7618.0,758.0,109.0,1.0455245990531186,48.0,layered,40.0,20.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.1625,0.022499999999999992,0.39161966156325545,172122.0,4576.0,2017.0,903.0,1.0693501443384594,76.0,layered,40.0,100.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,45.0,0.2525,-0.047500000000000014,0.4242063492063492,164542.0,2418.0,1893.0,1519.0,1.140196891003412,95.0,layered,40.0,500.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,55.0,0.16625,0.1275,0.41164738731551653,173162.0,4039.0,978.0,460.0,1.0597520312145283,80.0,layered,60.0,100.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,44.0,0.10125,0.04249999999999998,0.18460930293846356,164698.0,2452.0,1720.0,1482.0,1.1387218598054334,99.0,layered,60.0,500.0,60.0,117.0,0.0,P6-B,d0d2220
ok,44.0,25.0,0.0625,0.23625000000000002,0.4750101037316449,172209.0,10342.0,2599.0,311.0,1.0685461698847805,39.0,layered,25.0,20.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,27.0,0.22875,-0.013750000000000012,0.3680192848533548,170869.0,4441.0,3899.0,1658.0,1.0809510524405117,72.0,layered,25.0,100.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,41.0,0.1525,-0.023749999999999993,0.32348305752561074,164707.0,2361.0,1831.0,1582.0,1.1386367849444077,101.0,layered,25.0,500.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.05,0.20750000000000002,0.4670944838885855,174736.0,6965.0,1338.0,69.0,1.0452768010618136,52.0,layered,40.0,20.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.12875,0.007500000000000007,0.3841838097782527,172598.0,4382.0,2174.0,768.0,1.0649537568557093,79.0,layered,40.0,100.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,43.0,0.24625,-0.09,0.38524266736814416,165088.0,2432.0,1863.0,1469.0,1.1350375832595216,100.0,layered,40.0,500.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,56.0,0.1475,0.05500000000000002,0.4210804385153877,173479.0,3893.0,1091.0,390.0,1.0568318635820546,89.0,layered,60.0,100.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,44.0,0.20375,-0.04374999999999998,0.35349020638885237,165181.0,2420.0,1812.0,1486.0,1.1341597179345984,103.0,layered,60.0,500.0,60.0,118.0,0.0,P6-B,d0d2220
ok,44.0,25.0,0.0825,0.023749999999999993,0.47983328851841894,172385.0,9377.0,3435.0,199.0,1.0669203322580643,41.0,layered,25.0,20.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,27.0,0.24125,-0.01999999999999999,0.313903743315508,171115.0,4240.0,3656.0,2024.0,1.0786702073883325,70.0,layered,25.0,100.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,39.0,0.24125,-0.0325,0.38366107958294837,164622.0,2442.0,1892.0,1544.0,1.1394403701369988,101.0,layered,25.0,500.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.08375,0.105,0.4341337674671008,174986.0,7064.0,1250.0,51.0,1.0429832000082264,52.0,layered,40.0,20.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.2475,-0.05249999999999999,0.35689236579444295,173032.0,4628.0,1903.0,869.0,1.0609503010184445,74.0,layered,40.0,100.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,40.0,0.15625,0.026249999999999996,0.4379860287333597,165333.0,2558.0,1836.0,1447.0,1.1327254988854332,100.0,layered,40.0,500.0,60.0,119.0,0.0,P6-B,d0d2220
ok,44.0,53.0,0.06375,0.125,0.2678332888057708,174053.0,3807.0,1101.0,418.0,1.0515505581513507,89.0,layered,60.0,100.0,60.0,119.0,1.0,P6-B,d0d2220
ok,44.0,42.0,0.115,0.14375,0.21889431323393588,165638.0,2434.0,1720.0,1422.0,1.1298497552007172,108.0,layered,60.0,500.0,60.0,119.0,0.0,P6-B,d0d2220
