beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,G
22.0,0,random,922000,0,0.7829233333333333,continuum,644e87b,ok,44.0,26.0,0.03625,0.22499999999999998,0.1202365308804205,1.0
22.0,0,random,922000,24,0.7829233333333333,continuum,644e87b,ok,44.0,25.0,0.0375,0.20875,0.12694027887398054,1.0
22.0,0,random,922000,47,0.7829233333333333,continuum,644e87b,ok,44.0,25.0,0.03375,0.24125000000000002,0.2049363266377839,0.9876591834055403
