beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,G
18.0,1,random,918001,0,0.8241886666666667,continuum,644e87b,ok,44.0,27.0,0.04875,0.18,0.1659016393442623,1.0
18.0,1,random,918001,24,0.8241886666666667,continuum,644e87b,ok,44.0,25.0,0.05125,0.15125000000000002,0.14730617608409988,0.9875
18.0,1,random,918001,47,0.8241886666666667,continuum,644e87b,ok,44.0,26.0,0.05125,0.2175,0.1055599265670076,0.9875
