source,condition,reference_group,seed,beta,sample,label,status,heldout,null_gap,truth,instrument_margin,acceptance,code_version,R,n0,n1,n2,mm_dim,height,S
P5,beta=2,orders_n600,100.0,2.0,0.0,1.0,ok,0.025,0.22624999999999998,0.14006300866369126,0.6498424783407719,0.97844,79ca113,89474.0,2989.0,2377.0,2054.0,2.005589662734897,43.0,1.6862227213154775
P5,beta=2,orders_n600,100.0,2.0,1.0,1.0,ok,0.0375,0.20875,0.13422642500656684,0.625,0.97844,79ca113,92528.0,3064.0,2368.0,2151.0,1.9607548833949018,50.0,1.7242217224011895
P5,beta=2,orders_n600,100.0,2.0,2.0,1.0,ok,0.04,0.1725,0.17796498617875478,0.5550875345531131,0.97844,79ca113,88481.0,3001.0,2416.0,2028.0,2.020448841615414,43.0,1.8003359382306172
