beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
24.0,0,random,700200,16,0.758436,continuum,4507002,84538.0,3128.0,2520.0,2079.0,2.0809018033944833,39.0,0.751125458886726
24.0,0,random,700200,17,0.758436,continuum,4507002,80867.0,2994.0,2463.0,2187.0,2.1394174110697044,40.0,0.6149727654656267
24.0,0,random,700200,18,0.758436,continuum,4507002,84967.0,3119.0,2382.0,2105.0,2.07420807720616,40.0,1.290466112767625
24.0,0,random,700200,19,0.758436,continuum,4507002,82487.0,3057.0,2393.0,2128.0,2.113316043037641,43.0,0.7331692032242714
24.0,0,random,700200,20,0.758436,continuum,4507002,84473.0,3142.0,2465.0,2152.0,2.081918564924351,41.0,0.4769658152268619
24.0,0,random,700200,21,0.758436,continuum,4507002,80230.0,2956.0,2433.0,2190.0,2.149805700346729,42.0,0.6480544517284699
24.0,0,random,700200,22,0.758436,continuum,4507002,81654.0,3071.0,2462.0,2184.0,2.1266809982599035,37.0,-0.1430366247160677
24.0,0,random,700200,23,0.758436,continuum,4507002,82971.0,3146.0,2449.0,2254.0,2.105604360409828,37.0,0.6805287691460293
24.0,0,random,700200,24,0.758436,continuum,4507002,84630.0,3032.0,2488.0,2170.0,2.0794638497550295,41.0,0.26317189980719746
24.0,0,random,700200,25,0.758436,continuum,4507002,80621.0,3149.0,2435.0,2149.0,2.1434207217079404,40.0,0.2047272637516464
24.0,0,random,700200,26,0.758436,continuum,4507002,81939.0,3045.0,2459.0,2152.0,2.1220950614318372,39.0,0.3534035600210039
24.0,0,random,700200,27,0.758436,continuum,4507002,83281.0,3140.0,2565.0,2160.0,2.1006855507805007,40.0,0.5792601049844208
24.0,0,random,700200,28,0.758436,continuum,4507002,79944.0,3192.0,2498.0,2131.0,2.1544932747952075,37.0,0.6686240974392028
24.0,0,random,700200,29,0.758436,continuum,4507002,79440.0,3193.0,2398.0,2240.0,2.1627896905882835,40.0,0.024444081538383955
24.0,0,random,700200,30,0.758436,continuum,4507002,81058.0,3163.0,2366.0,2220.0,2.136316468204029,43.0,0.43887872359350766
24.0,0,random,700200,31,0.758436,continuum,4507002,84117.0,3237.0,2491.0,2156.0,2.0874993244398876,35.0,0.17854942329653056
24.0,0,random,700200,32,0.758436,continuum,4507002,83186.0,3206.0,2452.0,2161.0,2.102191237362722,39.0,0.250614147012282
24.0,0,random,700200,33,0.758436,continuum,4507002,85590.0,3154.0,2525.0,2194.0,2.064539144177976,39.0,0.7121636488557286
24.0,0,random,700200,34,0.758436,continuum,4507002,82852.0,3050.0,2451.0,2129.0,2.10749678577219,41.0,0.3276198735313116
24.0,0,random,700200,35,0.758436,continuum,4507002,79297.0,3246.0,2530.0,2163.0,2.165152018525811,38.0,-0.1837463364865144
24.0,0,random,700200,36,0.758436,continuum,4507002,81581.0,3123.0,2475.0,2046.0,2.1278578830185513,42.0,0.2360540674832876
24.0,0,random,700200,37,0.758436,continuum,4507002,80104.0,3155.0,2594.0,2202.0,2.151869053397931,38.0,0.16613025934040238
24.0,0,random,700200,38,0.758436,continuum,4507002,85282.0,3050.0,2507.0,2153.0,2.0693116699507543,38.0,0.6127958862933376
24.0,0,random,700200,39,0.758436,continuum,4507002,84777.0,3065.0,2596.0,2141.0,2.0771690523187587,38.0,-0.0008872825317460808
24.0,0,random,700200,40,0.758436,continuum,4507002,81694.0,3133.0,2450.0,2188.0,2.126036518338074,39.0,0.42106115716191894
24.0,0,random,700200,41,0.758436,continuum,4507002,84272.0,3137.0,2532.0,2087.0,2.08506699223212,41.0,0.24539711792453645
24.0,0,random,700200,42,0.758436,continuum,4507002,82031.0,3153.0,2532.0,2148.0,2.120617652190832,42.0,0.5325774349431605
24.0,0,random,700200,43,0.758436,continuum,4507002,83544.0,3101.0,2445.0,2191.0,2.0965249326233675,42.0,0.35137613204855356
24.0,0,random,700200,44,0.758436,continuum,4507002,85886.0,3119.0,2450.0,2173.0,2.059966500575129,40.0,0.4959176191315855
24.0,0,random,700200,45,0.758436,continuum,4507002,81976.0,3110.0,2456.0,2240.0,2.1215007125774896,39.0,-0.24852782772466142
24.0,0,random,700200,46,0.758436,continuum,4507002,87189.0,3087.0,2447.0,2114.0,2.0399975843113394,39.0,0.28478291689621216
24.0,0,random,700200,47,0.758436,continuum,4507002,83779.0,2960.0,2470.0,2096.0,2.092816863801401,46.0,1.190326893273383
