beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
24.0,0,random,700200,0,0.758436,continuum,4507002,84424.0,3106.0,2455.0,2267.0,2.0826854941174897,40.0,0.39778720450045313
24.0,0,random,700200,1,0.758436,continuum,4507002,80660.0,3126.0,2513.0,2112.0,2.1427853402525496,38.0,-0.2376254185850435
24.0,0,random,700200,2,0.758436,continuum,4507002,79523.0,3040.0,2506.0,2194.0,2.1614202552640096,40.0,0.2817649716492312
24.0,0,random,700200,3,0.758436,continuum,4507002,82164.0,3133.0,2486.0,2227.0,2.1184843781606535,37.0,-0.0737781744981163
24.0,0,random,700200,4,0.758436,continuum,4507002,83226.0,3062.0,2448.0,2173.0,2.1015570823561056,41.0,0.7218517266962721
24.0,0,random,700200,5,0.758436,continuum,4507002,84824.0,3028.0,2565.0,2200.0,2.076436067185199,42.0,0.3859839531482194
24.0,0,random,700200,6,0.758436,continuum,4507002,81506.0,3124.0,2509.0,2116.0,2.1290679666134693,42.0,0.06477749300116997
24.0,0,random,700200,7,0.758436,continuum,4507002,80829.0,3121.0,2522.0,2132.0,2.1400351142558662,37.0,0.14804096979444736
24.0,0,random,700200,8,0.758436,continuum,4507002,84597.0,3097.0,2484.0,2106.0,2.0799794819425284,38.0,0.5856242341249427
24.0,0,random,700200,9,0.758436,continuum,4507002,84091.0,3111.0,2550.0,2131.0,2.0879077084420556,41.0,0.12800469305547324
24.0,0,random,700200,10,0.758436,continuum,4507002,83142.0,3024.0,2513.0,2228.0,2.102889113491557,45.0,0.30906203030523827
24.0,0,random,700200,11,0.758436,continuum,4507002,82990.0,3072.0,2412.0,2130.0,2.105302426607226,41.0,0.7345040072241247
24.0,0,random,700200,12,0.758436,continuum,4507002,81520.0,3107.0,2499.0,2139.0,2.128842010752634,46.0,0.03024840413963048
24.0,0,random,700200,13,0.758436,continuum,4507002,87306.0,3133.0,2471.0,2159.0,2.0382171032265024,43.0,0.4759611260738694
24.0,0,random,700200,14,0.758436,continuum,4507002,79910.0,2996.0,2562.0,2122.0,2.155051513080652,41.0,0.24777118709888057
24.0,0,random,700200,15,0.758436,continuum,4507002,82843.0,3166.0,2471.0,2087.0,2.107640006340712,40.0,0.6336245752724103
