beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
20.0,2,bipartite,920002,0,0.018349,intermediate,644e87b,88404.0,11360.0,16408.0,12742.0,2.0216070166145776,14.0,-87.25910938600242
20.0,2,bipartite,920002,1,0.018349,intermediate,644e87b,88473.0,12698.0,15290.0,13444.0,2.020569131290724,14.0,-88.38705580202111
20.0,2,bipartite,920002,2,0.018349,intermediate,644e87b,88895.0,11870.0,14598.0,14416.0,2.014236523760766,14.0,-87.21942276041983
20.0,2,bipartite,920002,3,0.018349,intermediate,644e87b,88167.0,12003.0,14694.0,14134.0,2.025177220906153,12.0,-87.52383510281139
20.0,2,bipartite,920002,4,0.018349,intermediate,644e87b,88336.0,9889.0,13703.0,13550.0,2.0226305392529227,15.0,-85.40640552429154
20.0,2,bipartite,920002,5,0.018349,intermediate,644e87b,88364.0,10468.0,14009.0,13527.0,2.022209007037631,15.0,-85.01957904693457
20.0,2,bipartite,920002,6,0.018349,intermediate,644e87b,88732.0,11201.0,15768.0,14030.0,2.0166794746391226,15.0,-85.9223170926396
20.0,2,bipartite,920002,7,0.018349,intermediate,644e87b,88555.0,9887.0,12388.0,12592.0,2.019336603446974,14.0,-83.57322605206198
20.0,2,bipartite,920002,8,0.018349,intermediate,644e87b,88976.0,8768.0,13527.0,12717.0,2.0130239672325985,14.0,-82.27396721659362
20.0,2,bipartite,920002,9,0.018349,intermediate,644e87b,88577.0,11404.0,14191.0,12961.0,2.019006091527091,15.0,-83.69155737664437
20.0,2,bipartite,920002,10,0.018349,intermediate,644e87b,88316.0,10955.0,13098.0,13051.0,2.0229317037840637,14.0,-84.86638807514359
20.0,2,bipartite,920002,11,0.018349,intermediate,644e87b,88389.0,10260.0,12198.0,12504.0,2.0218327356739456,14.0,-84.53363737407832
20.0,2,bipartite,920002,12,0.018349,intermediate,644e87b,89473.0,11029.0,11999.0,12758.0,2.0056045555847604,14.0,-83.91479581429438
20.0,2,bipartite,920002,13,0.018349,intermediate,644e87b,89953.0,10900.0,13486.0,12919.0,1.9984722737195995,14.0,-84.91501887111657
20.0,2,bipartite,920002,14,0.018349,intermediate,644e87b,89940.0,9999.0,13614.0,12819.0,1.9986650112056354,16.0,-84.12127128091744
20.0,2,bipartite,920002,15,0.018349,intermediate,644e87b,89855.0,11219.0,14823.0,12970.0,1.9999258040249015,15.0,-84.70148098680201
20.0,2,bipartite,920002,16,0.018349,intermediate,644e87b,89899.0,12351.0,14195.0,11344.0,1.9992730313302225,15.0,-84.30762128920712
20.0,2,bipartite,920002,17,0.018349,intermediate,644e87b,90023.0,10609.0,13455.0,12550.0,1.997434864804494,16.0,-83.8497829878666
20.0,2,bipartite,920002,18,0.018349,intermediate,644e87b,89531.0,9104.0,13376.0,13447.0,2.0047410052355117,15.0,-85.00502636280191
