beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,status,n_targets,min_chain_len,heldout,null_gap,truth,gate_pass
12.0,0,random,700000,0,0.8821433333333333,continuum,4507002,ok,44.0,27.0,0.05375,0.1675,0.19450650545406756,1.0
12.0,0,random,700000,24,0.8821433333333333,continuum,4507002,ok,44.0,25.0,0.02625,0.14250000000000002,0.1203155818540434,1.0
12.0,0,random,700000,47,0.8821433333333333,continuum,4507002,ok,44.0,28.0,0.01875,0.21500000000000002,0.16749476987447698,1.0
