beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
24.0,1,random,700201,19,0.756039,continuum,4507002,79207.0,2962.0,2426.0,2147.0,2.1666407107948604,38.0,0.5464912836908624
24.0,1,random,700201,20,0.756039,continuum,4507002,80870.0,3144.0,2446.0,2152.0,2.1393686558118468,40.0,0.42979924287394766
24.0,1,random,700201,21,0.756039,continuum,4507002,80564.0,3158.0,2514.0,2203.0,2.1443498388046276,39.0,0.4806588113336687
24.0,1,random,700201,22,0.756039,continuum,4507002,86941.0,3172.0,2506.0,2186.0,2.0437783939889886,42.0,0.9580158697710743
24.0,1,random,700201,23,0.756039,continuum,4507002,77794.0,3099.0,2497.0,2048.0,2.1902096494190815,36.0,0.6175802894077727
24.0,1,random,700201,24,0.756039,continuum,4507002,84245.0,3000.0,2393.0,2168.0,2.0854904101772327,45.0,1.122658973160945
24.0,1,random,700201,25,0.756039,continuum,4507002,82384.0,2957.0,2475.0,2204.0,2.114962236564188,42.0,0.591849294101749
24.0,1,random,700201,26,0.756039,continuum,4507002,83369.0,3032.0,2504.0,2091.0,2.099292138065181,40.0,0.4258859749163726
24.0,1,random,700201,27,0.756039,continuum,4507002,83904.0,3216.0,2486.0,2201.0,2.0908481568829087,40.0,0.45571414821910494
24.0,1,random,700201,28,0.756039,continuum,4507002,84926.0,3113.0,2402.0,2224.0,2.0748465400433247,37.0,0.45909533584027074
24.0,1,random,700201,29,0.756039,continuum,4507002,80824.0,3074.0,2492.0,2145.0,2.140116409846841,39.0,0.23540579109544524
24.0,1,random,700201,30,0.756039,continuum,4507002,80242.0,3145.0,2406.0,2138.0,2.149609338187723,41.0,0.3378956341961299
24.0,1,random,700201,31,0.756039,continuum,4507002,84017.0,3103.0,2508.0,2135.0,2.089070630749938,38.0,0.9080386307341719
24.0,1,random,700201,32,0.756039,continuum,4507002,83136.0,3096.0,2543.0,2105.0,2.102984303243617,38.0,0.6365875458711017
24.0,1,random,700201,33,0.756039,continuum,4507002,80814.0,3098.0,2500.0,2225.0,2.140279014190016,41.0,0.4600518912134497
24.0,1,random,700201,34,0.756039,continuum,4507002,82991.0,3177.0,2405.0,2156.0,2.1052865370165073,43.0,0.7686071785134629
24.0,1,random,700201,35,0.756039,continuum,4507002,78287.0,3122.0,2583.0,2104.0,2.1819440464270734,38.0,-0.09577528552420134
24.0,1,random,700201,36,0.756039,continuum,4507002,83507.0,3146.0,2463.0,2093.0,2.097109579708171,40.0,0.6488218340887748
24.0,1,random,700201,37,0.756039,continuum,4507002,82882.0,3090.0,2442.0,2235.0,2.1070194814096936,39.0,0.4109823147474856
24.0,1,random,700201,38,0.756039,continuum,4507002,85018.0,3160.0,2464.0,2228.0,2.0734142630590817,41.0,0.7234743053344594
24.0,1,random,700201,39,0.756039,continuum,4507002,80031.0,3125.0,2465.0,2075.0,2.153065785721619,41.0,0.6539565308178119
24.0,1,random,700201,40,0.756039,continuum,4507002,81301.0,3050.0,2443.0,2083.0,2.1323804837660703,40.0,0.7123948164994509
24.0,1,random,700201,41,0.756039,continuum,4507002,85179.0,3019.0,2449.0,2175.0,2.0709109964855124,43.0,0.779515411576643
24.0,1,random,700201,42,0.756039,continuum,4507002,79698.0,3043.0,2464.0,2149.0,2.1585369839464894,44.0,0.31458490430441444
24.0,1,random,700201,43,0.756039,continuum,4507002,81501.0,3079.0,2505.0,2148.0,2.1291486733269203,38.0,0.6767301640986929
24.0,1,random,700201,44,0.756039,continuum,4507002,84594.0,3113.0,2485.0,2234.0,2.0800263662193004,42.0,0.46334799710979624
24.0,1,random,700201,45,0.756039,continuum,4507002,85773.0,3135.0,2438.0,2185.0,2.061710532217912,40.0,-0.9445197561398935
24.0,1,random,700201,46,0.756039,continuum,4507002,80522.0,3122.0,2456.0,2083.0,2.145034818591963,37.0,0.08653321481695642
24.0,1,random,700201,47,0.756039,continuum,4507002,83844.0,3171.0,2444.0,2194.0,2.091792818910367,42.0,0.3431844285164658
