stage,seed,epsilon,code_version,config_hash,events_digest,causal_digest,scene_seed,target_count,status,achieved_density,target_density,density_held,truth_order_error,heldout_violation,restart_order_disagreement
P1-B,311.0,0.0,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,3d2904b4709c0bf2,311.0,38.0,ok,0.5852517224567891,0.5852517224567891,1.0,0.10821643286573146,0.034,0.1311185870479394
P1-B,311.0,0.15,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,41e104d2aa18ff35,311.0,38.0,ok,0.5991077259890903,0.5852517224567891,1.0,0.1301550469359772,0.039,0.13174936921783015
P1-B,311.0,0.3,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,8313cc7a737addce,311.0,37.0,ok,0.5918913449420942,0.5852517224567891,1.0,0.1340663988158173,0.021,0.12934736842105263
P1-B,311.0,0.45,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,cd826ac8c1befb8d,311.0,37.0,ok,0.5724379317640349,0.5852517224567891,1.0,0.14950306618735462,0.029,0.12606315789473685
P1-B,311.0,0.6,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,2af194f8c5b81a01,311.0,36.0,ok,0.567853299114165,0.5852517224567891,1.0,0.27654843832715725,0.178,0.0697713801862828
P1-B,311.0,0.75,a218d9a,,,,,,invalid: epsilon=0.75: only 29 eligible targets,,,,,,
P1-B,311.0,0.9,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,3a411f4f609b74fc,311.0,30.0,ok,0.594075116593537,0.5852517224567891,1.0,0.4988720592974541,0.322,0.21484958395562198
P1-B,311.0,1.0,a218d9a,0ef93ae69acac13a,49d32853c5a4ff3f,94b1443a31093815,311.0,30.0,ok,0.5812162522651801,0.5852517224567891,1.0,0.49199699215812653,0.228,0.34529549818647326
P1-B,312.0,0.0,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,a836828552dbdd4b,312.0,40.0,ok,0.5546154482987002,0.5546154482987002,1.0,0.11203450452345887,0.053,0.14307336556653355
P1-B,312.0,0.15,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,252c871b5687be1f,312.0,40.0,ok,0.5644865744956812,0.5546154482987002,1.0,0.10382916053019146,0.042,0.13743956274963212
P1-B,312.0,0.3,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,9822c2ab898f8ffd,312.0,40.0,ok,0.5727948413683988,0.5546154482987002,1.0,0.14296233957500526,0.018,0.11986546142526802
P1-B,312.0,0.45,a218d9a,add8addd09e3a636,2a5bbb5b576d96c0,d3f7e225e5c41f43,312.0,40.0,ok,0.5449687704096181,0.5546154482987002,1.0,0.1757837155480749,0.051,0.1115829304183309
