beta,chain,start,proposal_seed,sample,acceptance,phase,code_version,R,n0,n1,n2,mm_dim,height,S
14.0,2,bipartite,914002,0,0.653796,continuum,644e87b,84036.0,3126.0,2451.0,2104.0,2.0887719580003763,43.0,1.2814449857863082
14.0,2,bipartite,914002,1,0.653796,continuum,644e87b,83994.0,3052.0,2386.0,2029.0,2.0894322602298594,42.0,1.2898663812007527
14.0,2,bipartite,914002,2,0.653796,continuum,644e87b,83459.0,3033.0,2567.0,2137.0,2.097868375515585,40.0,0.9153715367128861
14.0,2,bipartite,914002,3,0.653796,continuum,644e87b,87267.0,3055.0,2395.0,2091.0,2.038810369043219,42.0,1.6231444572098361
14.0,2,bipartite,914002,4,0.653796,continuum,644e87b,85899.0,3234.0,2392.0,2143.0,2.059765986659187,41.0,1.2328991592555774
14.0,2,bipartite,914002,5,0.653796,continuum,644e87b,86822.0,2982.0,2511.0,2137.0,2.0455958655165736,41.0,1.3860552112099107
14.0,2,bipartite,914002,6,0.653796,continuum,644e87b,85189.0,3079.0,2513.0,2128.0,2.0707556489021393,40.0,1.0110525303887954
14.0,2,bipartite,914002,7,0.653796,continuum,644e87b,87112.0,3080.0,2423.0,2183.0,2.0411704743067283,46.0,1.065033030251655
14.0,2,bipartite,914002,8,0.653796,continuum,644e87b,84650.0,3134.0,2589.0,2100.0,2.0791514299971094,39.0,0.7826008096830392
14.0,2,bipartite,914002,9,0.653796,continuum,644e87b,84429.0,3033.0,2442.0,2101.0,2.0826072183994473,39.0,1.1417476273930696
14.0,2,bipartite,914002,10,0.653796,continuum,644e87b,83142.0,3126.0,2448.0,2127.0,2.102889113491557,40.0,0.8135475237760801
14.0,2,bipartite,914002,11,0.653796,continuum,644e87b,89834.0,3096.0,2387.0,2173.0,2.0002374508027927,45.0,1.5248282347347768
14.0,2,bipartite,914002,12,0.653796,continuum,644e87b,84329.0,3031.0,2413.0,2108.0,2.0841734952580415,44.0,0.9321115061963638
14.0,2,bipartite,914002,13,0.653796,continuum,644e87b,87497.0,3132.0,2518.0,2125.0,2.035314904722825,38.0,1.2421333770574634
14.0,2,bipartite,914002,14,0.653796,continuum,644e87b,84609.0,3148.0,2366.0,2110.0,2.0797919592101675,40.0,1.1527619488407872
14.0,2,bipartite,914002,15,0.653796,continuum,644e87b,82836.0,3061.0,2446.0,2132.0,2.107751409456241,41.0,1.0224353185444457
14.0,2,bipartite,914002,16,0.653796,continuum,644e87b,85895.0,3060.0,2514.0,2146.0,2.059827680462596,40.0,1.082952255071575
14.0,2,bipartite,914002,17,0.653796,continuum,644e87b,84986.0,3117.0,2416.0,2138.0,2.073912294429121,38.0,1.3705148898257704
14.0,2,bipartite,914002,18,0.653796,continuum,644e87b,88455.0,3105.0,2519.0,2091.0,2.020839817124692,41.0,1.638675156034271
14.0,2,bipartite,914002,19,0.653796,continuum,644e87b,83424.0,3027.0,2441.0,2115.0,2.0984219026879103,39.0,1.092780012945454
14.0,2,bipartite,914002,20,0.653796,continuum,644e87b,85507.0,3157.0,2357.0,2079.0,2.0658237863797773,42.0,1.3006355885078449
14.0,2,bipartite,914002,21,0.653796,continuum,644e87b,83003.0,3159.0,2477.0,2145.0,2.1050958748884696,39.0,0.8511892798286311
14.0,2,bipartite,914002,22,0.653796,continuum,644e87b,85704.0,3030.0,2417.0,2082.0,2.0627764462634444,42.0,1.539403952529753
14.0,2,bipartite,914002,23,0.653796,continuum,644e87b,87665.0,3180.0,2450.0,2117.0,2.032766678444773,43.0,1.4406627355281643
14.0,2,bipartite,914002,24,0.653796,continuum,644e87b,85913.0,3139.0,2432.0,2054.0,2.0595500778458096,38.0,1.3192656293218157
14.0,2,bipartite,914002,25,0.653796,continuum,644e87b,82808.0,3022.0,2383.0,2139.0,2.1081971036733025,43.0,1.390993947546626
14.0,2,bipartite,914002,26,0.653796,continuum,644e87b,87349.0,3080.0,2551.0,2180.0,2.0375632534338273,42.0,0.8888978287134499
14.0,2,bipartite,914002,27,0.653796,continuum,644e87b,85204.0,3113.0,2436.0,2156.0,2.0705226570467197,42.0,0.9443926905641362
14.0,2,bipartite,914002,28,0.653796,continuum,644e87b,81718.0,3050.0,2407.0,2148.0,2.125649962233723,45.0,0.8797814616571422
14.0,2,bipartite,914002,29,0.653796,continuum,644e87b,81365.0,3049.0,2409.0,2242.0,2.131345551612819,38.0,0.8114087324195758
14.0,2,bipartite,914002,30,0.653796,continuum,644e87b,83429.0,3115.0,2465.0,2065.0,2.098342815051444,39.0,1.1877452753743363
