rung,seed,flat_twin,rho,n_realized,rho_hat,pool_size,rejections,complete,mean_g,mean_tau_hat,mean_m,sd_m,pairs_scored,stage,code_version
1200.0,32603200.0,True,4.337,879.0,4.3088235294117645,4220.0,18.0,True,1.1405067722681357,2.895506699071616,37.666666666666664,14.165686240583852,6.0,B12-twin,5252ee7
1200.0,32603400.0,True,4.337,885.0,4.338235294117647,4070.0,6.0,True,0.7918285123966942,3.451493303827396,39.5,4.888762624632126,6.0,B12-twin,5252ee7
1200.0,32603600.0,True,4.337,854.0,4.186274509803922,3781.0,23.0,True,0.7469058641975308,3.455979443082239,36.5,7.44983221287567,6.0,B12-twin,5252ee7
1200.0,32603800.0,True,4.337,846.0,4.147058823529412,3476.0,4.0,True,0.8839353127231916,3.182924546426244,36.333333333333336,4.676180777800049,6.0,B12-twin,5252ee7
1200.0,32604000.0,True,4.337,852.0,4.176470588235294,4115.0,15.0,True,0.8481405596367719,3.114030041375893,34.5,10.27131929208707,6.0,B12-twin,5252ee7
1200.0,32604200.0,True,4.337,929.0,4.553921568627451,5032.0,7.0,True,0.6647798690237502,3.5896684264084393,39.333333333333336,12.307179476495282,6.0,B12-twin,5252ee7
1200.0,32604400.0,True,4.337,874.0,4.284313725490196,4090.0,1.0,True,0.871658950617284,3.0745876544426665,35.0,4.857983120596447,6.0,B12-twin,5252ee7
1200.0,32604600.0,True,4.337,915.0,4.485294117647059,4508.0,16.0,True,0.7512524232221202,3.6726726766979847,43.666666666666664,6.742897497861484,6.0,B12-twin,5252ee7
1200.0,32604800.0,True,4.337,897.0,4.397058823529412,4390.0,7.0,True,0.9283483455110438,2.9787117843898603,35.166666666666664,9.662642840686324,6.0,B12-twin,5252ee7
1200.0,32605000.0,True,4.337,862.0,4.2254901960784315,3941.0,7.0,True,0.7968852880658437,3.153246280206314,33.333333333333336,4.033195589934446,6.0,B12-twin,5252ee7
1200.0,32605200.0,True,4.337,839.0,4.112745098039215,3764.0,3.0,True,1.1257012651249665,2.9056135987738325,35.666666666666664,12.225656083281038,6.0,B12-twin,5252ee7
1200.0,32605400.0,True,4.337,893.0,4.377450980392157,3856.0,3.0,True,1.0434209432676245,2.929047736386454,37.5,6.18869937870632,6.0,B12-twin,5252ee7
1200.0,32605600.0,True,4.337,866.0,4.245098039215686,3778.0,3.0,True,0.9852184639287814,3.031557144784495,37.5,6.6257075093909785,6.0,B12-twin,5252ee7
1200.0,32605800.0,True,4.337,934.0,4.578431372549019,4450.0,22.0,True,0.7772061524334252,3.359736614876514,39.0,4.979959839195493,6.0,B12-twin,5252ee7
1200.0,32606000.0,True,4.337,864.0,4.235294117647059,3811.0,8.0,True,1.0843562054961764,3.321390642858671,46.333333333333336,9.912954487269003,6.0,B12-twin,5252ee7
1200.0,32606200.0,True,4.337,891.0,4.367647058823529,5085.0,5.0,True,0.9218091053633982,3.214288386509498,38.833333333333336,6.882344561751225,6.0,B12-twin,5252ee7
1200.0,32606400.0,True,4.337,907.0,4.446078431372549,4365.0,26.0,True,1.0079914052397818,3.0181370160098826,37.333333333333336,5.750362307426087,6.0,B12-twin,5252ee7
1200.0,32606600.0,True,4.337,919.0,4.504901960784314,4027.0,8.0,True,0.7759696502057613,3.3870445954794293,39.666666666666664,8.06639117986889,6.0,B12-twin,5252ee7
1200.0,32606800.0,True,4.337,868.0,4.254901960784314,3979.0,26.0,True,0.8181610867487493,3.3137288318631852,35.666666666666664,8.189424074174365,6.0,B12-twin,5252ee7
1200.0,32607000.0,True,4.337,846.0,4.147058823529412,3924.0,14.0,True,0.8632226728565113,3.2407959018158117,35.0,7.0992957397195395,6.0,B12-twin,5252ee7
1200.0,32607200.0,True,4.337,891.0,4.367647058823529,4512.0,5.0,True,0.8683020379358762,3.214288386509498,37.833333333333336,9.239408350466315,6.0,B12-twin,5252ee7
1200.0,32607400.0,True,4.337,866.0,4.245098039215686,3624.0,7.0,True,0.8647125900661257,3.145955527606551,34.666666666666664,5.163977794943222,6.0,B12-twin,5252ee7
1200.0,32607600.0,True,4.337,929.0,4.553921568627451,4429.0,14.0,True,0.8340335595007312,3.147863081619709,36.833333333333336,6.013872850889571,6.0,B12-twin,5252ee7
1200.0,32607800.0,True,4.337,903.0,4.426470588235294,4259.0,11.0,True,1.0514386495338879,2.8007539985693195,35.666666666666664,7.5542482529148245,6.0,B12-twin,5252ee7
1200.0,32608000.0,True,4.337,892.0,4.372549019607843,4073.0,46.0,True,0.8962386109427957,3.325204962382547,41.333333333333336,5.428320796219276,6.0,B12-twin,5252ee7
1200.0,32608200.0,True,4.337,860.0,4.215686274509804,3921.0,11.0,True,0.8620629910213244,3.3291058463848984,40.333333333333336,8.524474568362947,6.0,B12-twin,5252ee7
1200.0,32608400.0,True,4.337,896.0,4.392156862745098,4249.0,8.0,True,0.7819223725609006,3.486474717014445,39.5,7.395944834840239,6.0,B12-twin,5252ee7
1200.0,32608600.0,True,4.337,899.0,4.4068627450980395,4595.0,5.0,True,0.9377265474090871,2.9192570201800017,34.166666666666664,5.528712930390459,6.0,B12-twin,5252ee7
1200.0,32608800.0,True,4.337,933.0,4.573529411764706,4365.0,19.0,True,0.8846747568275347,3.3615366346225137,43.166666666666664,5.776388721914987,6.0,B12-twin,5252ee7
1200.0,32609000.0,True,4.337,820.0,4.019607843137255,3390.0,5.0,True,0.9195405230758764,3.115428431041723,33.166666666666664,6.013872850889571,6.0,B12-twin,5252ee7
1200.0,32609200.0,True,4.337,849.0,4.161764705882353,3639.0,14.0,True,1.0611291152263371,3.1195270095402097,40.833333333333336,8.750238091998792,6.0,B12-twin,5252ee7
1200.0,32609400.0,True,4.337,869.0,4.259803921568627,4338.0,24.0,True,0.8093426079979804,3.597323515992294,41.166666666666664,8.010409893798611,6.0,B12-twin,5252ee7
1200.0,32609600.0,True,4.337,814.0,3.9901960784313726,3551.0,2.0,True,0.7588189980614222,3.480876738194398,36.666666666666664,9.416297927883688,6.0,B12-twin,5252ee7
1200.0,32609800.0,True,4.337,825.0,4.044117647058823,3474.0,10.0,True,1.0602236201081803,2.9301635766384417,34.833333333333336,8.304617189652191,6.0,B12-twin,5252ee7
1200.0,32610000.0,True,4.337,926.0,4.53921568627451,4882.0,11.0,True,0.9223103006634753,3.0423279802212093,36.833333333333336,5.419102016632153,6.0,B12-twin,5252ee7
1200.0,32610200.0,True,4.337,897.0,4.397058823529412,5155.0,3.0,True,0.8918158436213991,3.0349138935292914,35.666666666666664,6.377042156569664,6.0,B12-twin,5252ee7
1200.0,32610400.0,True,4.337,870.0,4.264705882352941,4162.0,10.0,True,0.7967466329966331,3.366985304142888,38.333333333333336,10.726913193769523,6.0,B12-twin,5252ee7
1200.0,32610600.0,True,4.337,854.0,4.186274509803922,3437.0,22.0,True,0.967843439028504,3.0527818413893115,36.0,9.077444574328174,6.0,B12-twin,5252ee7
1200.0,32610800.0,True,4.337,868.0,4.254901960784314,4275.0,9.0,True,0.7574971729075267,3.1994623204196273,32.5,3.449637662132068,6.0,B12-twin,5252ee7
1200.0,32611000.0,True,4.337,860.0,4.215686274509804,3945.0,25.0,True,0.8300266129306535,3.3291058463848984,38.333333333333336,6.022181221672648,6.0,B12-twin,5252ee7
1200.0,32611200.0,True,4.337,902.0,4.421568627450981,4713.0,25.0,True,0.8348806669387475,2.9704444584703737,30.666666666666668,4.546060565661952,6.0,B12-twin,5252ee7
1200.0,32611400.0,True,4.337,859.0,4.21078431372549,3943.0,8.0,True,0.8256363495811546,3.4459066165203622,38.166666666666664,6.6156380392723015,6.0,B12-twin,5252ee7
1200.0,32611600.0,True,4.337,893.0,4.377450980392157,4738.0,34.0,True,0.7535051695405229,3.4923261472300022,37.666666666666664,3.3862466931200785,6.0,B12-twin,5252ee7
1200.0,32611800.0,True,4.337,920.0,4.509803921568627,4042.0,56.0,True,0.8719550122386175,3.3852033098878067,42.666666666666664,5.163977794943222,6.0,B12-twin,5252ee7
1200.0,32612000.0,True,4.337,898.0,4.401960784313726,4214.0,3.0,True,0.8180283439257798,3.3702484493350027,39.0,4.147288270665544,6.0,B12-twin,5252ee7
1200.0,32612200.0,True,4.337,850.0,4.166666666666667,4115.0,10.0,True,1.098630742420425,2.7712812921102032,34.166666666666664,8.542052836799048,6.0,B12-twin,5252ee7
1200.0,32612400.0,True,4.337,911.0,4.465686274509804,4474.0,25.0,True,0.8436429461591799,3.234578090921828,38.0,8.414273587185052,6.0,B12-twin,5252ee7
1200.0,32612600.0,True,4.337,861.0,4.220588235294118,3617.0,24.0,True,0.905701478122113,2.8682517293580676,29.833333333333332,7.494442385305706,6.0,B12-twin,5252ee7
1200.0,32612800.0,True,4.337,883.0,4.328431372549019,4367.0,6.0,True,0.8572742611992251,3.228816317652188,36.666666666666664,12.242004193213898,6.0,B12-twin,5252ee7
1200.0,32613000.0,True,4.337,841.0,4.122549019607843,3533.0,13.0,True,0.7765966305152813,3.5406310416096947,38.666666666666664,10.23067283548187,6.0,B12-twin,5252ee7
1200.0,32613200.0,True,4.337,840.0,4.117647058823529,4039.0,20.0,True,0.7061539426249023,3.426582591149417,34.333333333333336,7.916228058025278,6.0,B12-twin,5252ee7
1200.0,32613400.0,True,4.337,848.0,4.1568627450980395,3691.0,9.0,True,0.9601234567901233,3.0635627407753,34.833333333333336,3.763863263545405,6.0,B12-twin,5252ee7
1200.0,32613600.0,True,4.337,897.0,4.397058823529412,4568.0,3.0,True,0.7660056584362138,3.37212654836588,37.666666666666664,8.041558721209878,6.0,B12-twin,5252ee7
1200.0,32613800.0,True,4.337,856.0,4.196078431372549,3683.0,5.0,True,1.050438147277072,2.934148764456672,37.5,9.354143466934854,6.0,B12-twin,5252ee7
1200.0,32614000.0,True,4.337,877.0,4.299019607843137,4042.0,7.0,True,0.8748497917806386,3.4103604975015536,40.666666666666664,5.428320796219275,6.0,B12-twin,5252ee7
1200.0,32614200.0,True,4.337,899.0,4.4068627450980395,3961.0,29.0,True,0.8651838247797844,3.2560943686623105,39.833333333333336,4.622409184253019,6.0,B12-twin,5252ee7
1200.0,32614400.0,True,4.337,861.0,4.220588235294118,3942.0,16.0,True,0.9982009605954411,2.9829817985323897,35.0,6.723094525588644,6.0,B12-twin,5252ee7
1200.0,32614600.0,True,4.337,877.0,4.299019607843137,4259.0,23.0,True,0.7327319267479107,3.6945572056266833,39.166666666666664,5.036533199202271,6.0,B12-twin,5252ee7
1200.0,32614800.0,True,4.337,856.0,4.196078431372549,3645.0,36.0,True,0.9219300964187327,3.1642780793160195,38.333333333333336,6.713171133426189,6.0,B12-twin,5252ee7
1200.0,32615000.0,True,4.337,894.0,4.382352941176471,4267.0,22.0,True,1.041409845496384,2.983705437156894,36.666666666666664,5.955389715767279,6.0,B12-twin,5252ee7
1200.0,32615200.0,True,4.337,909.0,4.455882352941177,4186.0,9.0,True,0.8664840322416082,3.4056242444397906,44.166666666666664,6.145459028149701,6.0,B12-twin,5252ee7
1200.0,32615400.0,True,4.337,918.0,4.5,5175.0,11.0,True,0.5849074074074074,3.944444444444444,40.333333333333336,9.025888691240695,6.0,B12-twin,5252ee7
1200.0,32615600.0,True,4.337,855.0,4.1911764705882355,4457.0,7.0,True,0.9040572247417487,2.9358641395020366,32.166666666666664,7.11102430502573,6.0,B12-twin,5252ee7
