keep_probability,repetitions,mean_thinned_count,expected_thinned_count,corrected_volume_rmse,corrected_volume_bias,realized_density_volume_rmse,realized_density_volume_bias,uncorrected_volume_rmse,uncorrected_volume_bias,dimension_mean,dimension_std,dimension_bias
0.25,5.0,1194.2,1200.0,0.01808060010714625,0.002110769981677912,0.018351638306668732,0.0031787616711914783,0.2695788656344269,-0.1832904800183221,1.996579970061779,0.02214629690282721,-0.003420029938220992
0.5,5.0,2398.2,2400.0,0.011639434012095374,0.0015516033150112447,0.011674634177753747,0.0016408338092334298,0.17931370717456263,-0.12176964668498877,2.0003127787709234,0.01367338690569975,0.00031277877092339423
0.75,5.0,3610.8,3600.0,0.01036518685095366,0.002151881092789023,0.010264851183801889,0.0013905999058778879,0.08834317108507181,-0.059658813351655425,1.999634076535702,0.009597471142815171,-0.0003659234642980902
1.0,5.0,4800.0,4800.0,0.009398967225247298,0.0011911866483445797,0.009398967225247298,0.0011911866483445797,0.009398967225247298,0.0011911866483445797,1.9985307701230048,0.009532444538885437,-0.0014692298769951595
