N,tick_count,repetition,source_protocol,target_protocol,source_beta,target_beta,expected_relative_beta,fitted_beta,fitted_beta_error,fitted_translation_t,fitted_translation_x,transition_rmse,accessible_overlap_count,accessible_overlap_fraction,invariant_pair_count,invariant_interval_rmse,invariant_interval_mae,invariant_interval_bias
1200.0,32.0,1.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5073,0.0043279069767442335,0.06825489802134224,-0.07542642180138168,0.03164544157075877,226.0,0.18833333333333332,500.0,0.045746664738149805,0.027754142401008066,8.906907267068887e-06
1200.0,64.0,1.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30115000000000003,0.0011500000000000399,-0.06921521019051398,0.07199945273111148,0.015567031918182017,360.0,0.3,500.0,0.024167380585683285,0.015236532775973192,0.004104946366428953
1200.0,64.0,1.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.25459999999999994,-0.0045999999999999375,0.030312492432760837,-0.03090589146024812,0.014716144147111747,411.0,0.3425,500.0,0.023964367209105313,0.014451363636664357,-0.0004807894416746565
1200.0,64.0,1.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5148999999999999,-0.0032720930232557066,0.06796653230682959,-0.07232285127849111,0.013037851968458119,226.0,0.18833333333333332,500.0,0.015412929234842086,0.01074153900560424,-0.0017677195633983872
1200.0,128.0,1.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30115000000000003,0.0011500000000000399,-0.06868087060737219,0.06976397632990379,0.007679465875165542,360.0,0.3,500.0,0.012199236819060254,0.007659477744225107,0.001255664454377347
1200.0,128.0,1.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2498499999999999,0.0001500000000000945,0.030909724635245918,-0.030988111637187517,0.007316171846474079,411.0,0.3425,500.0,0.012965419713515194,0.0076669820546467265,0.0018717504042856654
1200.0,128.0,1.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5110999999999999,0.000527906976744319,0.06945398557353456,-0.07080501478279909,0.006168256131317425,226.0,0.18833333333333332,500.0,0.006944989952397896,0.004838045971099332,0.00012999132257085776
1200.0,32.0,2.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30115000000000003,0.0011500000000000399,-0.06863849895003975,0.07170723745183362,0.033151478959567264,368.0,0.30666666666666664,500.0,0.05348364244052328,0.03402575563274035,0.009352173454147785
1200.0,32.0,2.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2507999999999999,-0.0007999999999999119,0.03100537995676328,-0.03326172011158689,0.03222634971782218,447.0,0.3725,500.0,0.061670299208054426,0.03847640620901311,0.001977192441723968
1200.0,32.0,2.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5177499999999999,-0.006122093023255726,0.06610793488443488,-0.07726719140599128,0.030746614121031027,251.0,0.20916666666666667,500.0,0.03485670996082717,0.02263870671287669,-0.007031804922142383
1200.0,64.0,2.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30305000000000004,0.0030500000000000527,-0.06851966479915488,0.07091343442453332,0.015237899840717432,368.0,0.30666666666666664,500.0,0.0223326737735477,0.014168098050358737,0.004126693009915743
1200.0,64.0,2.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.24795,0.0020499999999999963,0.031097285098494184,-0.03160591629546185,0.014561672333690084,447.0,0.3725,500.0,0.02295473907956845,0.014850211848444192,0.005344641924012999
1200.0,64.0,2.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5139499999999999,-0.0023220930232557002,0.06765364697072321,-0.07371998633674526,0.013478742925530156,251.0,0.20916666666666667,500.0,0.0140297285710453,0.009478811131766036,-0.00041868635245713215
1200.0,128.0,2.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30115000000000003,0.0011500000000000399,-0.06834574560477773,0.06838654278660122,0.00775168279441643,368.0,0.30666666666666664,500.0,0.01246307459683438,0.007692609805466102,0.002034622227567385
1200.0,128.0,2.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2507999999999999,-0.0007999999999999119,0.03078336370932219,-0.03134584181296935,0.006953750597249536,447.0,0.3725,500.0,0.011413898133423911,0.007101696553242212,0.0015803556621772831
1200.0,128.0,2.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5158499999999999,-0.004222093023255713,0.06896384279597928,-0.0703860081409171,0.006731094825186637,251.0,0.20916666666666667,500.0,0.008356627308574296,0.005521797368796861,-0.0017251450716557495
1200.0,32.0,3.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.29545,-0.0045499999999999985,-0.06960307654273717,0.06993677967683222,0.030522652217747283,375.0,0.3125,500.0,0.052360334080808334,0.03397892179799004,0.008268890455736928
1200.0,32.0,3.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.24795,0.0020499999999999963,0.031075868514552085,-0.031908366720114024,0.0319835312726172,436.0,0.36333333333333334,500.0,0.05536107405069137,0.03592253791272895,0.004593319895970501
1200.0,32.0,3.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5073,0.0043279069767442335,0.07228717820034225,-0.06881461252751472,0.028846723447748683,240.0,0.2,500.0,0.03558260852081143,0.023024081004099816,-0.0008888858172416312
1200.0,64.0,3.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.3002,0.00020000000000003348,-0.06814058315535773,0.06761302882087789,0.01675146396229002,375.0,0.3125,500.0,0.028759184592295834,0.018184202036412984,0.005790156297487091
1200.0,64.0,3.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2489,0.0010999999999999899,0.03058304395992605,-0.03215373946980286,0.01471614587431901,436.0,0.36333333333333334,500.0,0.02374860767727699,0.014853272523383157,0.004886878166298019
1200.0,64.0,3.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.50825,0.003377906976744227,0.06946274980060083,-0.07064610104570361,0.013893786704763036,240.0,0.2,500.0,0.01519284084471912,0.010038744745757552,0.000974425582027605
1200.0,128.0,3.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.3002,0.00020000000000003348,-0.06838011013715962,0.06908496533778395,0.007681345581754069,375.0,0.3125,500.0,0.014372156474259866,0.009092373856845465,0.00014020905870547562
1200.0,128.0,3.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2498499999999999,0.0001500000000000945,0.030996766396210598,-0.030989115031353875,0.007519200151177322,436.0,0.36333333333333334,500.0,0.014831347847393397,0.00869027779748254,0.00093056494777157
1200.0,128.0,3.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5120499999999999,-0.00042209302325568743,0.06902111388028902,-0.0710586887786711,0.006361218074944409,240.0,0.2,500.0,0.0071894768948144614,0.0048994943637587504,0.00022329776818042656
1200.0,32.0,4.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.29355,-0.006450000000000011,-0.0682998861917681,0.0702270555371394,0.03194244835577348,386.0,0.32166666666666666,500.0,0.05323049872239834,0.03156599887104257,0.0127248192144729
1200.0,32.0,4.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.23939999999999995,0.010600000000000054,0.03193807589302373,-0.03205567622363396,0.031879117643635733,447.0,0.3725,500.0,0.05273596881942394,0.031072228558346352,0.00046619528362741504
1200.0,32.0,4.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5148999999999999,-0.0032720930232557066,0.06752490969389265,-0.07203639516316382,0.029057605888417236,267.0,0.2225,500.0,0.03519056130977363,0.02234793006684399,-0.003253594039244477
1200.0,64.0,4.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.2983,-0.0016999999999999793,-0.06839388728569092,0.0683729271810744,0.01604803207045594,386.0,0.32166666666666666,500.0,0.026601236799669806,0.015974333675913006,0.004308723876294128
1200.0,64.0,4.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2489,0.0010999999999999899,0.030276802126865197,-0.032067820372426066,0.015079096879033313,447.0,0.3725,500.0,0.025544869052304183,0.015476674193603285,0.001875671816731972
1200.0,64.0,4.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5120499999999999,-0.00042209302325568743,0.06847067181857767,-0.07129988855208855,0.013825551533639542,267.0,0.2225,500.0,0.01595456105633514,0.010175782710126691,-1.0863665380823145e-05
1200.0,128.0,4.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.2983,-0.0016999999999999793,-0.06819449526066924,0.06855203434539396,0.007952920565706909,386.0,0.32166666666666666,500.0,0.011535778986629134,0.007032914364435449,0.0027204968472044804
1200.0,128.0,4.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2489,0.0010999999999999899,0.03075690932047436,-0.03167975193727638,0.007212057517108133,447.0,0.3725,500.0,0.011830769809735004,0.007322663159074956,0.0005364035034089616
1200.0,128.0,4.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5129999999999999,-0.0013720930232556938,0.06871448918927978,-0.07150063266763859,0.005838837662042608,267.0,0.2225,500.0,0.006014610002832211,0.004295499507955101,-0.0006558996025429513
