N,tick_count,repetition,source_protocol,target_protocol,source_beta,target_beta,expected_relative_beta,fitted_beta,fitted_beta_error,fitted_translation_t,fitted_translation_x,transition_rmse,accessible_overlap_count,accessible_overlap_fraction,invariant_pair_count,invariant_interval_rmse,invariant_interval_mae,invariant_interval_bias
300.0,64.0,1.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.25554999999999994,-0.005549999999999944,0.02998733540566607,-0.03216888421369923,0.013535313961855634,110.0,0.36666666666666664,500.0,0.020251973595038036,0.013656299177558982,0.00017962221272748845
300.0,64.0,1.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5167999999999999,-0.005172093023255719,0.06853877657897783,-0.07133987556486802,0.012455607763630054,68.0,0.22666666666666666,500.0,0.013525607275140156,0.009533130504690802,-0.002726974313758377
300.0,128.0,1.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.29735,-0.0026499999999999857,-0.06881324169721888,0.07111400830552504,0.007639956742851388,97.0,0.3233333333333333,500.0,0.010652663068702743,0.00696528581564178,9.407718359506234e-05
300.0,128.0,1.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.2517499999999999,-0.0017499999999999183,0.03091917878661818,-0.030464113588541297,0.0063661251565931155,110.0,0.36666666666666664,500.0,0.008960419452183834,0.006073367489054174,0.001445778313428648
300.0,128.0,1.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5101499999999999,0.0014779069767443254,0.06919436460150212,-0.07162155324434283,0.0057554703839340655,68.0,0.22666666666666666,500.0,0.005781274047305459,0.004214159487109032,-0.0007923742859462324
300.0,32.0,2.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.2983,-0.0016999999999999793,-0.07181715382837153,0.07667211197721287,0.031143586459193972,96.0,0.32,500.0,0.05589543183335931,0.036398432051447896,0.0091777873464134
300.0,32.0,2.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.24795,0.0020499999999999963,0.030675704537038988,-0.027528398301173665,0.03550537560855731,98.0,0.32666666666666666,500.0,0.08309932229186744,0.043207785089904145,0.003841745691792715
300.0,32.0,2.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5015999999999999,0.010027906976744272,0.07014921955521555,-0.06688214403901442,0.03647373411282821,58.0,0.19333333333333333,500.0,0.046878884465435415,0.031715263741804084,0.004722967700466908
300.0,64.0,2.0,A_lab,B_moving_pos,0.0,0.3,0.3,0.30115000000000003,0.0011500000000000399,-0.06937001755038956,0.07458029688045753,0.015778103001893886,96.0,0.32,500.0,0.02583632237783188,0.01641177828929802,0.0002994198351962418
300.0,64.0,2.0,A_lab,C_moving_neg,0.0,-0.25,-0.25,-0.24605,0.003950000000000009,0.031559876146487365,-0.030460942540972466,0.013362421723158574,98.0,0.32666666666666666,500.0,0.023398386234140346,0.015365379641304053,0.0016440588628288085
300.0,64.0,2.0,B_moving_pos,C_moving_neg,0.3,-0.25,-0.5116279069767442,-0.5091999999999999,0.0024279069767443318,0.06778656342391169,-0.07567018823151252,0.014982570905974057,58.0,0.19333333333333333,500.0,0.017192985834968835,0.01196500043216771,0.0006455238771764174
