target_index,t,x,inertial_accessible,rindler_accessible,rindler_wedge_accessible,rindler_finite_coverage_accessible
331.0,0.9283203334795371,1.0227769661913115,1.0,0.0,1.0,0.0
332.0,0.10467212200648612,0.9581147965777593,1.0,1.0,1.0,1.0
333.0,-0.14249836842373487,1.3325363461045263,1.0,1.0,1.0,1.0
334.0,1.025868441438445,0.2149905278745367,1.0,0.0,0.0,0.0
335.0,-1.5315743677936284,0.22848878684229362,1.0,0.0,0.0,0.0
336.0,-0.19581014213563197,1.3189986600880208,1.0,1.0,1.0,1.0
337.0,1.5072709463984357,0.05938412556163194,1.0,0.0,0.0,0.0
338.0,0.4066564169290241,-0.9432026704524515,1.0,0.0,0.0,0.0
339.0,1.158178587833528,0.6177468845859714,1.0,0.0,0.0,0.0
340.0,-1.2503869082835157,-0.050216152478051675,1.0,0.0,0.0,0.0
341.0,-0.735112529294133,-0.25953938744937477,1.0,0.0,0.0,0.0
342.0,-0.49317579279726953,0.17144504857593282,1.0,0.0,0.0,0.0
343.0,-0.02320317647186121,-1.0941479825753735,1.0,0.0,0.0,0.0
344.0,-0.11013190208987833,0.8023331907354848,1.0,1.0,1.0,1.0
345.0,-1.3072378723518296,0.31807334739097526,1.0,0.0,0.0,0.0
346.0,1.5561851765736385,0.42616257297463606,1.0,0.0,0.0,0.0
347.0,-0.8289881087218594,-0.6381019152358671,1.0,0.0,0.0,0.0
348.0,-0.39702092895374275,1.5735862919259422,1.0,0.0,1.0,0.0
349.0,-0.09830018564908505,-0.20948740953931735,1.0,0.0,0.0,0.0
350.0,-0.5356787653173658,-0.3049692106668034,1.0,0.0,0.0,0.0
